
                  X              E33_3D5N5F        E33_3D10N5F        E33_3D15N5F        E33_3D20N5F        E33_3D25N5F        E33_3D30N5F        E33_3D35N5F        E33_3D40N5F   
              350.294            -25.7804E-06       -51.5608E-06       -77.3412E-06      -103.122E-06       -128.902E-06       -154.682E-06       -180.463E-06       -206.243E-06  
              350.882            -25.9336E-06       -51.8672E-06       -77.8008E-06      -103.734E-06       -129.668E-06       -155.602E-06       -181.535E-06       -207.469E-06  
              351.471            -26.0868E-06       -52.1736E-06       -78.2604E-06      -104.347E-06       -130.434E-06       -156.521E-06       -182.608E-06       -208.694E-06  
              352.059            -26.24E-06         -52.48E-06         -78.72E-06        -104.96E-06        -131.2E-06         -157.44E-06        -183.68E-06        -209.92E-06   
              352.647            -26.3932E-06       -52.7864E-06       -79.1796E-06      -105.573E-06       -131.966E-06       -158.359E-06       -184.752E-06       -211.146E-06  
              353.235            -26.5464E-06       -53.0928E-06       -79.6392E-06      -106.186E-06       -132.732E-06       -159.278E-06       -185.825E-06       -212.371E-06  
              353.824            -26.6996E-06       -53.3992E-06       -80.0988E-06      -106.798E-06       -133.498E-06       -160.198E-06       -186.897E-06       -213.597E-06  
              354.412            -26.8528E-06       -53.7056E-06       -80.5585E-06      -107.411E-06       -134.264E-06       -161.117E-06       -187.97E-06        -214.823E-06  
              355.               -27.006E-06        -54.0121E-06       -81.0181E-06      -108.024E-06       -135.03E-06        -162.036E-06       -189.042E-06       -216.048E-06  
              355.588            -27.1592E-06       -54.3185E-06       -81.4777E-06      -108.637E-06       -135.796E-06       -162.955E-06       -190.115E-06       -217.274E-06  
              356.176            -27.3124E-06       -54.6249E-06       -81.9373E-06      -109.25E-06        -136.562E-06       -163.875E-06       -191.187E-06       -218.499E-06  
              356.765            -27.4656E-06       -54.9313E-06       -82.3969E-06      -109.863E-06       -137.328E-06       -164.794E-06       -192.259E-06       -219.725E-06  
              357.353            -27.6188E-06       -55.2377E-06       -82.8565E-06      -110.475E-06       -138.094E-06       -165.713E-06       -193.332E-06       -220.951E-06  
              357.941            -27.772E-06        -55.5441E-06       -83.3161E-06      -111.088E-06       -138.86E-06        -166.632E-06       -194.404E-06       -222.176E-06  
              358.529            -27.9253E-06       -55.8505E-06       -83.7758E-06      -111.701E-06       -139.626E-06       -167.552E-06       -195.477E-06       -223.402E-06  
              359.118            -28.0785E-06       -56.1569E-06       -84.2354E-06      -112.314E-06       -140.392E-06       -168.471E-06       -196.549E-06       -224.628E-06  
              359.706            -28.2317E-06       -56.4633E-06       -84.695E-06       -112.927E-06       -141.158E-06       -169.39E-06        -197.622E-06       -225.853E-06  
              360.294            -28.3849E-06       -56.7697E-06       -85.1546E-06      -113.539E-06       -141.924E-06       -170.309E-06       -198.694E-06       -227.079E-06  
              360.882            -28.5381E-06       -57.0761E-06       -85.6142E-06      -114.152E-06       -142.69E-06        -171.228E-06       -199.767E-06       -228.305E-06  
              361.471            -28.6913E-06       -57.3826E-06       -86.0738E-06      -114.765E-06       -143.456E-06       -172.148E-06       -200.839E-06       -229.53E-06   
              362.059            -28.8445E-06       -57.689E-06        -86.5335E-06      -115.378E-06       -144.222E-06       -173.067E-06       -201.911E-06       -230.756E-06  
              362.647            -28.9977E-06       -57.9954E-06       -86.9931E-06      -115.991E-06       -144.988E-06       -173.986E-06       -202.984E-06       -231.982E-06  
              363.235            -29.1509E-06       -58.3018E-06       -87.4527E-06      -116.604E-06       -145.754E-06       -174.905E-06       -204.056E-06       -233.207E-06  
              363.824            -29.3041E-06       -58.6082E-06       -87.9123E-06      -117.216E-06       -146.52E-06        -175.825E-06       -205.129E-06       -234.433E-06  
              364.412            -29.4573E-06       -58.9146E-06       -88.3719E-06      -117.829E-06       -147.286E-06       -176.744E-06       -206.201E-06       -235.658E-06  
              365.               -29.6105E-06       -59.221E-06        -88.8315E-06      -118.442E-06       -148.053E-06       -177.663E-06       -207.274E-06       -236.884E-06  
              365.588            -29.7637E-06       -59.5274E-06       -89.2911E-06      -119.055E-06       -148.819E-06       -178.582E-06       -208.346E-06       -238.11E-06   
              366.176            -29.9169E-06       -59.8338E-06       -89.7508E-06      -119.668E-06       -149.585E-06       -179.502E-06       -209.418E-06       -239.335E-06  
              366.765            -30.0701E-06       -60.1402E-06       -90.2104E-06      -120.28E-06        -150.351E-06       -180.421E-06       -210.491E-06       -240.561E-06  
              367.353            -30.2233E-06       -60.4467E-06       -90.67E-06        -120.893E-06       -151.117E-06       -181.34E-06        -211.563E-06       -241.787E-06  
              367.941            -30.3765E-06       -60.7531E-06       -91.1296E-06      -121.506E-06       -151.883E-06       -182.259E-06       -212.636E-06       -243.012E-06  
              368.529            -30.5297E-06       -61.0595E-06       -91.5892E-06      -122.119E-06       -152.649E-06       -183.178E-06       -213.708E-06       -244.238E-06  
              369.118            -30.6829E-06       -61.3659E-06       -92.0488E-06      -122.732E-06       -153.415E-06       -184.098E-06       -214.781E-06       -245.464E-06  
              369.706            -30.8361E-06       -61.6723E-06       -92.5084E-06      -123.345E-06       -154.181E-06       -185.017E-06       -215.853E-06       -246.689E-06  
              370.294            -30.9894E-06       -61.9787E-06       -92.9681E-06      -123.957E-06       -154.947E-06       -185.936E-06       -216.925E-06       -247.915E-06  
              370.882            -31.1426E-06       -62.2851E-06       -93.4277E-06      -124.57E-06        -155.713E-06       -186.855E-06       -217.998E-06       -249.14E-06   
              371.471            -31.2958E-06       -62.5915E-06       -93.8873E-06      -125.183E-06       -156.479E-06       -187.775E-06       -219.07E-06        -250.366E-06  
              372.059            -31.449E-06        -62.8979E-06       -94.3469E-06      -125.796E-06       -157.245E-06       -188.694E-06       -220.143E-06       -251.592E-06  
              372.647            -31.6022E-06       -63.2043E-06       -94.8065E-06      -126.409E-06       -158.011E-06       -189.613E-06       -221.215E-06       -252.817E-06  
              373.235            -31.7554E-06       -63.5107E-06       -95.2661E-06      -127.021E-06       -158.777E-06       -190.532E-06       -222.288E-06       -254.043E-06  
              373.824            -31.9086E-06       -63.8172E-06       -95.7257E-06      -127.634E-06       -159.543E-06       -191.451E-06       -223.36E-06        -255.269E-06  
              374.412            -32.0618E-06       -64.1236E-06       -96.1853E-06      -128.247E-06       -160.309E-06       -192.371E-06       -224.432E-06       -256.494E-06  
              375.               -32.215E-06        -64.43E-06         -96.645E-06       -128.86E-06        -161.075E-06       -193.29E-06        -225.505E-06       -257.72E-06   
              375.588            -32.3682E-06       -64.7364E-06       -97.1046E-06      -129.473E-06       -161.841E-06       -194.209E-06       -226.577E-06       -258.946E-06  
              376.176            -32.5214E-06       -65.0428E-06       -97.5642E-06      -130.086E-06       -162.607E-06       -195.128E-06       -227.65E-06        -260.171E-06  
              376.765            -32.6746E-06       -65.3492E-06       -98.0238E-06      -130.698E-06       -163.373E-06       -196.048E-06       -228.722E-06       -261.397E-06  
              377.353            -32.8278E-06       -65.6556E-06       -98.4834E-06      -131.311E-06       -164.139E-06       -196.967E-06       -229.795E-06       -262.622E-06  
              377.941            -32.981E-06        -65.962E-06        -98.943E-06       -131.924E-06       -164.905E-06       -197.886E-06       -230.867E-06       -263.848E-06  
              378.529            -33.1342E-06       -66.2684E-06       -99.4026E-06      -132.537E-06       -165.671E-06       -198.805E-06       -231.939E-06       -265.074E-06  
              379.118            -33.2874E-06       -66.5748E-06       -99.8622E-06      -133.15E-06        -166.437E-06       -199.724E-06       -233.012E-06       -266.299E-06  
              379.706            -33.4406E-06       -66.8812E-06      -100.322E-06       -133.762E-06       -167.203E-06       -200.644E-06       -234.084E-06       -267.525E-06  
              380.294            -33.5938E-06       -67.1876E-06      -100.781E-06       -134.375E-06       -167.969E-06       -201.563E-06       -235.157E-06       -268.751E-06  
              380.882            -33.747E-06        -67.494E-06       -101.241E-06       -134.988E-06       -168.735E-06       -202.482E-06       -236.229E-06       -269.976E-06  
              381.471            -33.9002E-06       -67.8004E-06      -101.701E-06       -135.601E-06       -169.501E-06       -203.401E-06       -237.302E-06       -271.202E-06  
              382.059            -34.0534E-06       -68.1068E-06      -102.16E-06        -136.214E-06       -170.267E-06       -204.321E-06       -238.374E-06       -272.427E-06  
              382.647            -34.2066E-06       -68.4133E-06      -102.62E-06        -136.827E-06       -171.033E-06       -205.24E-06        -239.446E-06       -273.653E-06  
              383.235            -34.3598E-06       -68.7197E-06      -103.079E-06       -137.439E-06       -171.799E-06       -206.159E-06       -240.519E-06       -274.879E-06  
              383.824            -34.513E-06        -69.0261E-06      -103.539E-06       -138.052E-06       -172.565E-06       -207.078E-06       -241.591E-06       -276.104E-06  
              384.412            -34.6662E-06       -69.3325E-06      -103.999E-06       -138.665E-06       -173.331E-06       -207.997E-06       -242.664E-06       -277.33E-06   
              385.               -34.8194E-06       -69.6389E-06      -104.458E-06       -139.278E-06       -174.097E-06       -208.917E-06       -243.736E-06       -278.555E-06  
              385.588            -34.9726E-06       -69.9453E-06      -104.918E-06       -139.891E-06       -174.863E-06       -209.836E-06       -244.808E-06       -279.781E-06  
              386.176            -35.1258E-06       -70.2517E-06      -105.377E-06       -140.503E-06       -175.629E-06       -210.755E-06       -245.881E-06       -281.007E-06  
              386.765            -35.279E-06        -70.5581E-06      -105.837E-06       -141.116E-06       -176.395E-06       -211.674E-06       -246.953E-06       -282.232E-06  
              387.353            -35.4322E-06       -70.8645E-06      -106.297E-06       -141.729E-06       -177.161E-06       -212.593E-06       -248.026E-06       -283.458E-06  
              387.941            -35.5854E-06       -71.1708E-06      -106.756E-06       -142.342E-06       -177.927E-06       -213.513E-06       -249.098E-06       -284.683E-06  
              388.529            -35.7386E-06       -71.4772E-06      -107.216E-06       -142.954E-06       -178.693E-06       -214.432E-06       -250.17E-06        -285.909E-06  
              389.118            -35.8918E-06       -71.7836E-06      -107.675E-06       -143.567E-06       -179.459E-06       -215.351E-06       -251.243E-06       -287.135E-06  
              389.706            -36.045E-06        -72.09E-06        -108.135E-06       -144.18E-06        -180.225E-06       -216.27E-06        -252.315E-06       -288.36E-06   
              390.294            -36.1982E-06       -72.3964E-06      -108.595E-06       -144.793E-06       -180.991E-06       -217.189E-06       -253.387E-06       -289.586E-06  
              390.882            -36.3514E-06       -72.7028E-06      -109.054E-06       -145.406E-06       -181.757E-06       -218.108E-06       -254.46E-06        -290.811E-06  
              391.471            -36.5046E-06       -73.0092E-06      -109.514E-06       -146.018E-06       -182.523E-06       -219.028E-06       -255.532E-06       -292.037E-06  
              392.059            -36.6578E-06       -73.3156E-06      -109.973E-06       -146.631E-06       -183.289E-06       -219.947E-06       -256.605E-06       -293.262E-06  
              392.647            -36.811E-06        -73.622E-06       -110.433E-06       -147.244E-06       -184.055E-06       -220.866E-06       -257.677E-06       -294.488E-06  
              393.235            -36.9642E-06       -73.9283E-06      -110.893E-06       -147.857E-06       -184.821E-06       -221.785E-06       -258.749E-06       -295.713E-06  
              393.824            -37.1174E-06       -74.2347E-06      -111.352E-06       -148.469E-06       -185.587E-06       -222.704E-06       -259.822E-06       -296.939E-06  
              394.412            -37.2705E-06       -74.5411E-06      -111.812E-06       -149.082E-06       -186.353E-06       -223.623E-06       -260.894E-06       -298.164E-06  
              395.               -37.4237E-06       -74.8475E-06      -112.271E-06       -149.695E-06       -187.119E-06       -224.542E-06       -261.966E-06       -299.39E-06   
              395.588            -37.5769E-06       -75.1538E-06      -112.731E-06       -150.308E-06       -187.885E-06       -225.462E-06       -263.038E-06       -300.615E-06  
              396.176            -37.7301E-06       -75.4602E-06      -113.19E-06        -150.92E-06        -188.65E-06        -226.381E-06       -264.111E-06       -301.841E-06  
              396.765            -37.8833E-06       -75.7666E-06      -113.65E-06        -151.533E-06       -189.416E-06       -227.3E-06         -265.183E-06       -303.066E-06  
              397.353            -38.0364E-06       -76.0729E-06      -114.109E-06       -152.146E-06       -190.182E-06       -228.219E-06       -266.255E-06       -304.292E-06  
              397.941            -38.1896E-06       -76.3792E-06      -114.569E-06       -152.758E-06       -190.948E-06       -229.138E-06       -267.327E-06       -305.517E-06  
              398.529            -38.3428E-06       -76.6856E-06      -115.028E-06       -153.371E-06       -191.714E-06       -230.057E-06       -268.4E-06         -306.742E-06  
              399.118            -38.496E-06        -76.9919E-06      -115.488E-06       -153.984E-06       -192.48E-06        -230.976E-06       -269.472E-06       -307.968E-06  
              399.706            -38.6491E-06       -77.2983E-06      -115.947E-06       -154.597E-06       -193.246E-06       -231.895E-06       -270.544E-06       -309.193E-06  
              400.294            -38.8023E-06       -77.6046E-06      -116.407E-06       -155.209E-06       -194.011E-06       -232.814E-06       -271.616E-06       -310.418E-06  
              400.882            -38.9554E-06       -77.9109E-06      -116.866E-06       -155.822E-06       -194.777E-06       -233.733E-06       -272.688E-06       -311.644E-06  
              401.471            -39.1086E-06       -78.2172E-06      -117.326E-06       -156.434E-06       -195.543E-06       -234.652E-06       -273.76E-06        -312.869E-06  
              402.059            -39.2617E-06       -78.5235E-06      -117.785E-06       -157.047E-06       -196.309E-06       -235.57E-06        -274.832E-06       -314.094E-06  
              402.647            -39.4149E-06       -78.8298E-06      -118.245E-06       -157.66E-06        -197.074E-06       -236.489E-06       -275.904E-06       -315.319E-06  
              403.235            -39.568E-06        -79.136E-06       -118.704E-06       -158.272E-06       -197.84E-06        -237.408E-06       -276.976E-06       -316.544E-06  
              403.824            -39.7211E-06       -79.4423E-06      -119.163E-06       -158.885E-06       -198.606E-06       -238.327E-06       -278.048E-06       -317.769E-06  
              404.412            -39.8743E-06       -79.7485E-06      -119.623E-06       -159.497E-06       -199.371E-06       -239.246E-06       -279.12E-06        -318.994E-06  
              405.               -40.0274E-06       -80.0548E-06      -120.082E-06       -160.11E-06        -200.137E-06       -240.164E-06       -280.192E-06       -320.219E-06  
              405.588            -40.1805E-06       -80.361E-06       -120.541E-06       -160.722E-06       -200.902E-06       -241.083E-06       -281.263E-06       -321.444E-06  
              406.176            -40.3336E-06       -80.6672E-06      -121.001E-06       -161.334E-06       -201.668E-06       -242.002E-06       -282.335E-06       -322.669E-06  
              406.765            -40.4867E-06       -80.9734E-06      -121.46E-06        -161.947E-06       -202.433E-06       -242.92E-06        -283.407E-06       -323.893E-06  
              407.353            -40.6397E-06       -81.2795E-06      -121.919E-06       -162.559E-06       -203.199E-06       -243.838E-06       -284.478E-06       -325.118E-06  
              407.941            -40.7928E-06       -81.5856E-06      -122.378E-06       -163.171E-06       -203.964E-06       -244.757E-06       -285.55E-06        -326.342E-06  
              408.529            -40.9459E-06       -81.8917E-06      -122.838E-06       -163.783E-06       -204.729E-06       -245.675E-06       -286.621E-06       -327.567E-06  
              409.118            -41.0989E-06       -82.1978E-06      -123.297E-06       -164.396E-06       -205.494E-06       -246.593E-06       -287.692E-06       -328.791E-06  
              409.706            -41.2519E-06       -82.5038E-06      -123.756E-06       -165.008E-06       -206.26E-06        -247.511E-06       -288.763E-06       -330.015E-06  
              410.294            -41.4049E-06       -82.8098E-06      -124.215E-06       -165.62E-06        -207.025E-06       -248.429E-06       -289.834E-06       -331.239E-06  
              410.882            -41.5579E-06       -83.1158E-06      -124.674E-06       -166.232E-06       -207.789E-06       -249.347E-06       -290.905E-06       -332.463E-06  
              411.471            -41.7109E-06       -83.4217E-06      -125.133E-06       -166.843E-06       -208.554E-06       -250.265E-06       -291.976E-06       -333.687E-06  
              412.059            -41.8638E-06       -83.7276E-06      -125.591E-06       -167.455E-06       -209.319E-06       -251.183E-06       -293.047E-06       -334.91E-06   
              412.647            -42.0167E-06       -84.0334E-06      -126.05E-06        -168.067E-06       -210.084E-06       -252.1E-06         -294.117E-06       -336.134E-06  
              413.235            -42.1696E-06       -84.3392E-06      -126.509E-06       -168.678E-06       -210.848E-06       -253.018E-06       -295.187E-06       -337.357E-06  
              413.824            -42.3224E-06       -84.6449E-06      -126.967E-06       -169.29E-06        -211.612E-06       -253.935E-06       -296.257E-06       -338.58E-06   
              414.412            -42.4753E-06       -84.9505E-06      -127.426E-06       -169.901E-06       -212.376E-06       -254.852E-06       -297.327E-06       -339.802E-06  
              415.               -42.628E-06        -85.2561E-06      -127.884E-06       -170.512E-06       -213.14E-06        -255.768E-06       -298.396E-06       -341.024E-06  
              415.588            -42.7808E-06       -85.5616E-06      -128.342E-06       -171.123E-06       -213.904E-06       -256.685E-06       -299.466E-06       -342.246E-06  
              416.176            -42.9335E-06       -85.867E-06       -128.8E-06         -171.734E-06       -214.667E-06       -257.601E-06       -300.534E-06       -343.468E-06  
              416.765            -43.0862E-06       -86.1723E-06      -129.258E-06       -172.345E-06       -215.431E-06       -258.517E-06       -301.603E-06       -344.689E-06  
              417.353            -43.2388E-06       -86.4775E-06      -129.716E-06       -172.955E-06       -216.194E-06       -259.433E-06       -302.671E-06       -345.91E-06   
              417.941            -43.3913E-06       -86.7826E-06      -130.174E-06       -173.565E-06       -216.957E-06       -260.348E-06       -303.739E-06       -347.131E-06  
              418.529            -43.5438E-06       -87.0876E-06      -130.631E-06       -174.175E-06       -217.719E-06       -261.263E-06       -304.807E-06       -348.35E-06   
              419.118            -43.6962E-06       -87.3925E-06      -131.089E-06       -174.785E-06       -218.481E-06       -262.177E-06       -305.874E-06       -349.57E-06   
              419.706            -43.8486E-06       -87.6971E-06      -131.546E-06       -175.394E-06       -219.243E-06       -263.091E-06       -306.94E-06        -350.788E-06  
              420.294            -44.0009E-06       -88.0017E-06      -132.003E-06       -176.003E-06       -220.004E-06       -264.005E-06       -308.006E-06       -352.007E-06  
              420.882            -44.153E-06        -88.306E-06       -132.459E-06       -176.612E-06       -220.765E-06       -264.918E-06       -309.071E-06       -353.224E-06  
              421.471            -44.3051E-06       -88.6102E-06      -132.915E-06       -177.22E-06        -221.526E-06       -265.831E-06       -310.136E-06       -354.441E-06  
              422.059            -44.4571E-06       -88.9141E-06      -133.371E-06       -177.828E-06       -222.285E-06       -266.742E-06       -311.2E-06         -355.657E-06  
              422.647            -44.609E-06        -89.2179E-06      -133.827E-06       -178.436E-06       -223.045E-06       -267.654E-06       -312.263E-06       -356.872E-06  
              423.235            -44.7607E-06       -89.5214E-06      -134.282E-06       -179.043E-06       -223.803E-06       -268.564E-06       -313.325E-06       -358.085E-06  
              423.824            -44.9123E-06       -89.8247E-06      -134.737E-06       -179.649E-06       -224.562E-06       -269.474E-06       -314.386E-06       -359.299E-06  
              424.412            -45.0637E-06       -90.1275E-06      -135.191E-06       -180.255E-06       -225.319E-06       -270.383E-06       -315.446E-06       -360.51E-06   
              425.               -45.2151E-06       -90.4302E-06      -135.645E-06       -180.86E-06        -226.075E-06       -271.291E-06       -316.506E-06       -361.721E-06  
              425.588            -45.3662E-06       -90.7323E-06      -136.099E-06       -181.465E-06       -226.831E-06       -272.197E-06       -317.563E-06       -362.929E-06  
              426.176            -45.5172E-06       -91.0343E-06      -136.551E-06       -182.069E-06       -227.586E-06       -273.103E-06       -318.62E-06        -364.137E-06  
              426.765            -45.6678E-06       -91.3357E-06      -137.004E-06       -182.671E-06       -228.339E-06       -274.007E-06       -319.675E-06       -365.343E-06  
              427.353            -45.8184E-06       -91.6368E-06      -137.455E-06       -183.274E-06       -229.092E-06       -274.91E-06        -320.729E-06       -366.547E-06  
              427.941            -45.9686E-06       -91.9372E-06      -137.906E-06       -183.874E-06       -229.843E-06       -275.812E-06       -321.78E-06        -367.749E-06  
              428.529            -46.1187E-06       -92.2374E-06      -138.356E-06       -184.475E-06       -230.593E-06       -276.712E-06       -322.831E-06       -368.949E-06  
              429.118            -46.2683E-06       -92.5366E-06      -138.805E-06       -185.073E-06       -231.341E-06       -277.61E-06        -323.878E-06       -370.146E-06  
              429.706            -46.4178E-06       -92.8356E-06      -139.253E-06       -185.671E-06       -232.089E-06       -278.507E-06       -324.925E-06       -371.342E-06  
              430.294            -46.5667E-06       -93.1334E-06      -139.7E-06         -186.267E-06       -232.834E-06       -279.4E-06         -325.967E-06       -372.534E-06  
              430.882            -46.7155E-06       -93.4311E-06      -140.147E-06       -186.862E-06       -233.578E-06       -280.293E-06       -327.009E-06       -373.724E-06  
              431.471            -46.8637E-06       -93.7273E-06      -140.591E-06       -187.455E-06       -234.318E-06       -281.182E-06       -328.046E-06       -374.909E-06  
              432.059            -47.0117E-06       -94.0234E-06      -141.035E-06       -188.047E-06       -235.058E-06       -282.07E-06        -329.082E-06       -376.094E-06  
              432.647            -47.1589E-06       -94.3177E-06      -141.477E-06       -188.635E-06       -235.794E-06       -282.953E-06       -330.112E-06       -377.271E-06  
              433.235            -47.3059E-06       -94.6119E-06      -141.918E-06       -189.224E-06       -236.53E-06        -283.836E-06       -331.142E-06       -378.448E-06  
              433.824            -47.452E-06        -94.904E-06       -142.356E-06       -189.808E-06       -237.26E-06        -284.712E-06       -332.164E-06       -379.616E-06  
              434.412            -47.598E-06        -95.1959E-06      -142.794E-06       -190.392E-06       -237.99E-06        -285.588E-06       -333.186E-06       -380.784E-06  
              435.               -47.7427E-06       -95.4854E-06      -143.228E-06       -190.971E-06       -238.714E-06       -286.456E-06       -334.199E-06       -381.942E-06  
              435.588            -47.8874E-06       -95.7748E-06      -143.662E-06       -191.55E-06        -239.437E-06       -287.324E-06       -335.212E-06       -383.099E-06  
              436.176            -48.0306E-06       -96.0612E-06      -144.092E-06       -192.122E-06       -240.153E-06       -288.183E-06       -336.214E-06       -384.245E-06  
              436.765            -48.1738E-06       -96.3476E-06      -144.521E-06       -192.695E-06       -240.869E-06       -289.043E-06       -337.216E-06       -385.39E-06   
              437.353            -48.3151E-06       -96.6302E-06      -144.945E-06       -193.26E-06        -241.576E-06       -289.891E-06       -338.206E-06       -386.521E-06  
              437.941            -48.4566E-06       -96.9131E-06      -145.37E-06        -193.826E-06       -242.283E-06       -290.739E-06       -339.196E-06       -387.653E-06  
              438.529            -48.5957E-06       -97.1915E-06      -145.787E-06       -194.383E-06       -242.979E-06       -291.574E-06       -340.17E-06        -388.766E-06  
              439.118            -48.7351E-06       -97.4703E-06      -146.205E-06       -194.941E-06       -243.676E-06       -292.411E-06       -341.146E-06       -389.881E-06  
              439.706            -48.8718E-06       -97.7435E-06      -146.615E-06       -195.487E-06       -244.359E-06       -293.231E-06       -342.102E-06       -390.974E-06  
              440.294            -49.0088E-06       -98.0176E-06      -147.026E-06       -196.035E-06       -245.044E-06       -294.053E-06       -343.062E-06       -392.07E-06   
              440.882            -49.1424E-06       -98.2848E-06      -147.427E-06       -196.57E-06        -245.712E-06       -294.854E-06       -343.997E-06       -393.139E-06  
              441.471            -49.2766E-06       -98.5533E-06      -147.83E-06        -197.107E-06       -246.383E-06       -295.66E-06        -344.936E-06       -394.213E-06  
              442.059            -49.4067E-06       -98.8133E-06      -148.22E-06        -197.627E-06       -247.033E-06       -296.44E-06        -345.847E-06       -395.253E-06  
              442.647            -49.5376E-06       -99.0753E-06      -148.613E-06       -198.151E-06       -247.688E-06       -297.226E-06       -346.763E-06       -396.301E-06  
              443.235            -49.6634E-06       -99.3269E-06      -148.99E-06        -198.654E-06       -248.317E-06       -297.981E-06       -347.644E-06       -397.307E-06  
              443.824            -49.7906E-06       -99.5812E-06      -149.372E-06       -199.162E-06       -248.953E-06       -298.743E-06       -348.534E-06       -398.325E-06  
              444.412            -49.9114E-06       -99.8227E-06      -149.734E-06       -199.645E-06       -249.557E-06       -299.468E-06       -349.38E-06        -399.291E-06  
              445.               -50.034E-06       -100.068E-06       -150.102E-06       -200.136E-06       -250.17E-06        -300.204E-06       -350.238E-06       -400.272E-06  
              445.588            -50.1489E-06      -100.298E-06       -150.447E-06       -200.596E-06       -250.745E-06       -300.893E-06       -351.042E-06       -401.191E-06  
              446.176            -50.2662E-06      -100.532E-06       -150.799E-06       -201.065E-06       -251.331E-06       -301.597E-06       -351.863E-06       -402.129E-06  
              446.765            -50.3742E-06      -100.748E-06       -151.123E-06       -201.497E-06       -251.871E-06       -302.245E-06       -352.619E-06       -402.993E-06  
              447.353            -50.4851E-06      -100.97E-06        -151.455E-06       -201.94E-06        -252.425E-06       -302.91E-06        -353.395E-06       -403.88E-06   
              447.941            -50.585E-06       -101.17E-06        -151.755E-06       -202.34E-06        -252.925E-06       -303.51E-06        -354.095E-06       -404.68E-06   
              448.529            -50.6883E-06      -101.377E-06       -152.065E-06       -202.753E-06       -253.441E-06       -304.13E-06        -354.818E-06       -405.506E-06  
              449.118            -50.7789E-06      -101.558E-06       -152.337E-06       -203.116E-06       -253.894E-06       -304.673E-06       -355.452E-06       -406.231E-06  
              449.706            -50.8732E-06      -101.746E-06       -152.62E-06        -203.493E-06       -254.366E-06       -305.239E-06       -356.113E-06       -406.986E-06  
              450.294            -50.9532E-06      -101.906E-06       -152.86E-06        -203.813E-06       -254.766E-06       -305.719E-06       -356.673E-06       -407.626E-06  
              450.882            -51.0372E-06      -102.074E-06       -153.111E-06       -204.149E-06       -255.186E-06       -306.223E-06       -357.26E-06        -408.297E-06  
              451.471            -51.1054E-06      -102.211E-06       -153.316E-06       -204.422E-06       -255.527E-06       -306.632E-06       -357.738E-06       -408.843E-06  
              452.059            -51.1777E-06      -102.355E-06       -153.533E-06       -204.711E-06       -255.888E-06       -307.066E-06       -358.244E-06       -409.421E-06  
              452.647            -51.2331E-06      -102.466E-06       -153.699E-06       -204.933E-06       -256.166E-06       -307.399E-06       -358.632E-06       -409.865E-06  
              453.235            -51.2935E-06      -102.587E-06       -153.881E-06       -205.174E-06       -256.468E-06       -307.761E-06       -359.055E-06       -410.348E-06  
              453.824            -51.3359E-06      -102.672E-06       -154.008E-06       -205.344E-06       -256.679E-06       -308.015E-06       -359.351E-06       -410.687E-06  
              454.412            -51.3863E-06      -102.773E-06       -154.159E-06       -205.545E-06       -256.931E-06       -308.318E-06       -359.704E-06       -411.09E-06   
              455.               -51.4162E-06      -102.832E-06       -154.249E-06       -205.665E-06       -257.081E-06       -308.497E-06       -359.914E-06       -411.33E-06   
              455.588            -51.4629E-06      -102.926E-06       -154.389E-06       -205.852E-06       -257.315E-06       -308.777E-06       -360.24E-06        -411.703E-06  
              456.176            -51.4836E-06      -102.967E-06       -154.451E-06       -205.934E-06       -257.418E-06       -308.901E-06       -360.385E-06       -411.868E-06  
              456.765            -51.5411E-06      -103.082E-06       -154.623E-06       -206.165E-06       -257.706E-06       -309.247E-06       -360.788E-06       -412.329E-06  
              457.353            -51.5597E-06      -103.119E-06       -154.679E-06       -206.239E-06       -257.799E-06       -309.358E-06       -360.918E-06       -412.478E-06  
              457.941            -51.6572E-06      -103.314E-06       -154.971E-06       -206.629E-06       -258.286E-06       -309.943E-06       -361.6E-06         -413.257E-06  
              458.529            -51.6891E-06      -103.378E-06       -155.067E-06       -206.756E-06       -258.445E-06       -310.135E-06       -361.824E-06       -413.513E-06  
              459.118            -51.8792E-06      -103.758E-06       -155.637E-06       -207.517E-06       -259.396E-06       -311.275E-06       -363.154E-06       -415.033E-06  
              459.706            -51.955E-06       -103.91E-06        -155.865E-06       -207.82E-06        -259.775E-06       -311.73E-06        -363.685E-06       -415.64E-06   
              460.294            -52.3241E-06      -104.648E-06       -156.972E-06       -209.296E-06       -261.621E-06       -313.945E-06       -366.269E-06       -418.593E-06  
              460.882            -52.4959E-06      -104.992E-06       -157.488E-06       -209.984E-06       -262.48E-06        -314.975E-06       -367.471E-06       -419.967E-06  
              461.471            -53.1433E-06      -106.287E-06       -159.43E-06        -212.573E-06       -265.716E-06       -318.86E-06        -372.003E-06       -425.146E-06  
              462.059            -53.4498E-06      -106.9E-06         -160.35E-06        -213.799E-06       -267.249E-06       -320.699E-06       -374.149E-06       -427.599E-06  
              462.647            -54.4193E-06      -108.839E-06       -163.258E-06       -217.677E-06       -272.096E-06       -326.516E-06       -380.935E-06       -435.354E-06  
              463.235            -54.7782E-06      -109.556E-06       -164.335E-06       -219.113E-06       -273.891E-06       -328.669E-06       -383.447E-06       -438.225E-06  
