X	E33_3D40N1F	E33_3D40N2F	E33_3D40N3F	E33_3D40N4F	E33_3D40N5F
220.446	9.14E-10	5.13E-05	NoValue	NoValue	NoValue
220.882	NoValue	NoValue	NoValue	NoValue	6.34E-05
220.991	NoValue	NoValue	NoValue	6.06E-05	NoValue
221.172	NoValue	NoValue	5.65E-05	NoValue	NoValue
221.471	NoValue	NoValue	NoValue	NoValue	6.22E-05
221.726	NoValue	NoValue	NoValue	5.92E-05	NoValue
221.92	NoValue	4.88E-05	NoValue	NoValue	NoValue
222.059	NoValue	NoValue	NoValue	NoValue	6.09E-05
222.151	NoValue	NoValue	5.46E-05	NoValue	NoValue
222.461	NoValue	NoValue	NoValue	5.77E-05	NoValue
222.647	NoValue	NoValue	NoValue	NoValue	5.97E-05
223.131	NoValue	NoValue	5.28E-05	NoValue	NoValue
223.196	NoValue	NoValue	NoValue	5.62E-05	NoValue
223.235	NoValue	NoValue	NoValue	NoValue	5.85E-05
223.393	-8.15E-10	4.64E-05	NoValue	NoValue	NoValue
223.824	NoValue	NoValue	NoValue	NoValue	5.73E-05
223.931	NoValue	NoValue	NoValue	5.48E-05	NoValue
224.11	NoValue	NoValue	5.10E-05	NoValue	NoValue
224.412	NoValue	NoValue	NoValue	NoValue	5.60E-05
224.666	NoValue	NoValue	NoValue	5.33E-05	NoValue
224.866	NoValue	4.39E-05	NoValue	NoValue	NoValue
225	NoValue	NoValue	NoValue	NoValue	5.48E-05
225.089	NoValue	NoValue	4.91E-05	NoValue	NoValue
225.401	NoValue	NoValue	NoValue	5.18E-05	NoValue
225.588	NoValue	NoValue	NoValue	NoValue	5.36E-05
226.068	NoValue	NoValue	4.73E-05	NoValue	NoValue
226.136	NoValue	NoValue	NoValue	5.03E-05	NoValue
226.176	NoValue	NoValue	NoValue	NoValue	5.24E-05
226.339	7.27E-10	4.15E-05	NoValue	NoValue	NoValue
226.765	NoValue	NoValue	NoValue	NoValue	5.11E-05
226.871	NoValue	NoValue	NoValue	4.89E-05	NoValue
227.047	NoValue	NoValue	4.55E-05	NoValue	NoValue
227.353	NoValue	NoValue	NoValue	NoValue	4.99E-05
227.606	NoValue	NoValue	NoValue	4.74E-05	NoValue
227.812	NoValue	3.91E-05	NoValue	NoValue	NoValue
227.941	NoValue	NoValue	NoValue	NoValue	4.87E-05
228.027	NoValue	NoValue	4.36E-05	NoValue	NoValue
228.341	NoValue	NoValue	NoValue	4.59E-05	NoValue
228.529	NoValue	NoValue	NoValue	NoValue	4.75E-05
229.006	NoValue	NoValue	4.18E-05	NoValue	NoValue
229.076	NoValue	NoValue	NoValue	4.45E-05	NoValue
229.118	NoValue	NoValue	NoValue	NoValue	4.62E-05
229.286	-6.49E-10	3.66E-05	NoValue	NoValue	NoValue
229.706	NoValue	NoValue	NoValue	NoValue	4.50E-05
229.811	NoValue	NoValue	NoValue	4.30E-05	NoValue
229.985	NoValue	NoValue	4.00E-05	NoValue	NoValue
230.294	NoValue	NoValue	NoValue	NoValue	4.38E-05
230.546	NoValue	NoValue	NoValue	4.15E-05	NoValue
230.759	NoValue	3.42E-05	NoValue	NoValue	NoValue
230.882	NoValue	NoValue	NoValue	NoValue	4.26E-05
230.964	NoValue	NoValue	3.81E-05	NoValue	NoValue
231.281	NoValue	NoValue	NoValue	4.01E-05	NoValue
231.471	NoValue	NoValue	NoValue	NoValue	4.13E-05
231.944	NoValue	NoValue	3.63E-05	NoValue	NoValue
232.016	NoValue	NoValue	NoValue	3.86E-05	NoValue
232.059	NoValue	NoValue	NoValue	NoValue	4.01E-05
232.232	5.79E-10	3.17E-05	NoValue	NoValue	NoValue
232.647	NoValue	NoValue	NoValue	NoValue	3.89E-05
232.751	NoValue	NoValue	NoValue	3.71E-05	NoValue
232.923	NoValue	NoValue	3.45E-05	NoValue	NoValue
233.235	NoValue	NoValue	NoValue	NoValue	3.77E-05
233.486	NoValue	NoValue	NoValue	3.56E-05	NoValue
233.705	NoValue	2.93E-05	NoValue	NoValue	NoValue
233.824	NoValue	NoValue	NoValue	NoValue	3.64E-05
233.902	NoValue	NoValue	3.26E-05	NoValue	NoValue
234.22	NoValue	NoValue	NoValue	3.42E-05	NoValue
234.412	NoValue	NoValue	NoValue	NoValue	3.52E-05
234.881	NoValue	NoValue	3.08E-05	NoValue	NoValue
234.955	NoValue	NoValue	NoValue	3.27E-05	NoValue
235	NoValue	NoValue	NoValue	NoValue	3.40E-05
235.179	-5.17E-10	2.68E-05	NoValue	NoValue	NoValue
235.588	NoValue	NoValue	NoValue	NoValue	3.28E-05
235.69	NoValue	NoValue	NoValue	3.12E-05	NoValue
235.861	NoValue	NoValue	2.90E-05	NoValue	NoValue
236.176	NoValue	NoValue	NoValue	NoValue	3.15E-05
236.425	NoValue	NoValue	NoValue	2.98E-05	NoValue
236.652	NoValue	2.44E-05	NoValue	NoValue	NoValue
236.765	NoValue	NoValue	NoValue	NoValue	3.03E-05
236.84	NoValue	NoValue	2.71E-05	NoValue	NoValue
237.16	NoValue	NoValue	NoValue	2.83E-05	NoValue
237.353	NoValue	NoValue	NoValue	NoValue	2.91E-05
237.819	NoValue	NoValue	2.53E-05	NoValue	NoValue
237.895	NoValue	NoValue	NoValue	2.68E-05	NoValue
237.941	NoValue	NoValue	NoValue	NoValue	2.79E-05
238.125	4.62E-10	2.19E-05	NoValue	NoValue	NoValue
238.529	NoValue	NoValue	NoValue	NoValue	2.66E-05
238.63	NoValue	NoValue	NoValue	2.54E-05	NoValue
238.798	NoValue	NoValue	2.34E-05	NoValue	NoValue
239.118	NoValue	NoValue	NoValue	NoValue	2.54E-05
239.365	NoValue	NoValue	NoValue	2.39E-05	NoValue
239.598	NoValue	1.95E-05	NoValue	NoValue	NoValue
239.706	NoValue	NoValue	NoValue	NoValue	2.42E-05
239.777	NoValue	NoValue	2.16E-05	NoValue	NoValue
240.1	NoValue	NoValue	NoValue	2.24E-05	NoValue
240.294	NoValue	NoValue	NoValue	NoValue	2.30E-05
240.757	NoValue	NoValue	1.98E-05	NoValue	NoValue
240.835	NoValue	NoValue	NoValue	2.09E-05	NoValue
240.882	NoValue	NoValue	NoValue	NoValue	2.17E-05
241.071	-4.13E-10	1.70E-05	NoValue	NoValue	NoValue
241.471	NoValue	NoValue	NoValue	NoValue	2.05E-05
241.57	NoValue	NoValue	NoValue	1.95E-05	NoValue
241.736	NoValue	NoValue	1.79E-05	NoValue	NoValue
242.059	NoValue	NoValue	NoValue	NoValue	1.93E-05
242.305	NoValue	NoValue	NoValue	1.80E-05	NoValue
242.545	NoValue	1.46E-05	NoValue	NoValue	NoValue
242.647	NoValue	NoValue	NoValue	NoValue	1.80E-05
242.715	NoValue	NoValue	1.61E-05	NoValue	NoValue
243.04	NoValue	NoValue	NoValue	1.65E-05	NoValue
243.235	NoValue	NoValue	NoValue	NoValue	1.68E-05
243.694	NoValue	NoValue	1.43E-05	NoValue	NoValue
243.775	NoValue	NoValue	NoValue	1.51E-05	NoValue
243.824	NoValue	NoValue	NoValue	NoValue	1.56E-05
244.018	3.69E-10	1.21E-05	NoValue	NoValue	NoValue
244.412	NoValue	NoValue	NoValue	NoValue	1.44E-05
244.51	NoValue	NoValue	NoValue	1.36E-05	NoValue
244.674	NoValue	NoValue	1.24E-05	NoValue	NoValue
245	NoValue	NoValue	NoValue	NoValue	1.31E-05
245.245	NoValue	NoValue	NoValue	1.21E-05	NoValue
245.491	NoValue	9.69E-06	NoValue	NoValue	NoValue
245.588	NoValue	NoValue	NoValue	NoValue	1.19E-05
245.653	NoValue	NoValue	1.06E-05	NoValue	NoValue
245.98	NoValue	NoValue	NoValue	1.07E-05	NoValue
246.176	NoValue	NoValue	NoValue	NoValue	1.07E-05
246.632	NoValue	NoValue	8.77E-06	NoValue	NoValue
246.715	NoValue	NoValue	NoValue	9.19E-06	NoValue
246.765	NoValue	NoValue	NoValue	NoValue	9.47E-06
246.964	-3.31E-10	7.24E-06	NoValue	NoValue	NoValue
247.353	NoValue	NoValue	NoValue	NoValue	8.24E-06
247.45	NoValue	NoValue	NoValue	7.72E-06	NoValue
247.611	NoValue	NoValue	6.94E-06	NoValue	NoValue
247.941	NoValue	NoValue	NoValue	NoValue	7.02E-06
248.185	NoValue	NoValue	NoValue	6.25E-06	NoValue
248.438	NoValue	4.79E-06	NoValue	NoValue	NoValue
248.529	NoValue	NoValue	NoValue	NoValue	5.79E-06
248.59	NoValue	NoValue	5.10E-06	NoValue	NoValue
248.92	NoValue	NoValue	NoValue	4.78E-06	NoValue
249.118	NoValue	NoValue	NoValue	NoValue	4.57E-06
249.57	NoValue	NoValue	3.27E-06	NoValue	NoValue
249.655	NoValue	NoValue	NoValue	3.31E-06	NoValue
249.706	NoValue	NoValue	NoValue	NoValue	3.34E-06
249.911	2.97E-10	2.34E-06	NoValue	NoValue	NoValue
250.294	NoValue	NoValue	NoValue	NoValue	2.12E-06
250.39	NoValue	NoValue	NoValue	1.84E-06	NoValue
250.549	NoValue	NoValue	1.43E-06	NoValue	NoValue
250.882	NoValue	NoValue	NoValue	NoValue	8.90E-07
251.125	NoValue	NoValue	NoValue	3.73E-07	NoValue
251.384	NoValue	-1.03E-07	NoValue	NoValue	NoValue
251.471	NoValue	NoValue	NoValue	NoValue	-3.36E-07
251.528	NoValue	NoValue	-4.01E-07	NoValue	NoValue
251.86	NoValue	NoValue	NoValue	-1.10E-06	NoValue
252.059	NoValue	NoValue	NoValue	NoValue	-1.56E-06
252.507	NoValue	NoValue	-2.24E-06	NoValue	NoValue
252.595	NoValue	NoValue	NoValue	-2.57E-06	NoValue
252.647	NoValue	NoValue	NoValue	NoValue	-2.79E-06
252.857	-2.67E-10	-2.55E-06	NoValue	NoValue	NoValue
253.235	NoValue	NoValue	NoValue	NoValue	-4.01E-06
253.33	NoValue	NoValue	NoValue	-4.04E-06	NoValue
253.487	NoValue	NoValue	-4.07E-06	NoValue	NoValue
253.824	NoValue	NoValue	NoValue	NoValue	-5.24E-06
254.065	NoValue	NoValue	NoValue	-5.51E-06	NoValue
254.33	NoValue	-5.00E-06	NoValue	NoValue	NoValue
254.412	NoValue	NoValue	NoValue	NoValue	-6.46E-06
254.466	NoValue	NoValue	-5.90E-06	NoValue	NoValue
254.8	NoValue	NoValue	NoValue	-6.98E-06	NoValue
255	NoValue	NoValue	NoValue	NoValue	-7.69E-06
255.445	NoValue	NoValue	-7.74E-06	NoValue	NoValue
255.535	NoValue	NoValue	NoValue	-8.45E-06	NoValue
255.588	NoValue	NoValue	NoValue	NoValue	-8.92E-06
255.804	2.40E-10	-7.45E-06	NoValue	NoValue	NoValue
256.176	NoValue	NoValue	NoValue	NoValue	-1.01E-05
256.27	NoValue	NoValue	NoValue	-9.91E-06	NoValue
256.424	NoValue	NoValue	-9.57E-06	NoValue	NoValue
256.765	NoValue	NoValue	NoValue	NoValue	-1.14E-05
257.004	NoValue	NoValue	NoValue	-1.14E-05	NoValue
257.277	NoValue	-9.89E-06	NoValue	NoValue	NoValue
257.353	NoValue	NoValue	NoValue	NoValue	-1.26E-05
257.404	NoValue	NoValue	-1.14E-05	NoValue	NoValue
257.739	NoValue	NoValue	NoValue	-1.29E-05	NoValue
257.941	NoValue	NoValue	NoValue	NoValue	-1.38E-05
258.383	NoValue	NoValue	-1.32E-05	NoValue	NoValue
258.474	NoValue	NoValue	NoValue	-1.43E-05	NoValue
258.529	NoValue	NoValue	NoValue	NoValue	-1.50E-05
258.75	-2.16E-10	-1.23E-05	NoValue	NoValue	NoValue
259.118	NoValue	NoValue	NoValue	NoValue	-1.63E-05
259.209	NoValue	NoValue	NoValue	-1.58E-05	NoValue
259.362	NoValue	NoValue	-1.51E-05	NoValue	NoValue
259.706	NoValue	NoValue	NoValue	NoValue	-1.75E-05
259.944	NoValue	NoValue	NoValue	-1.73E-05	NoValue
260.223	NoValue	-1.48E-05	NoValue	NoValue	NoValue
260.294	NoValue	NoValue	NoValue	NoValue	-1.87E-05
260.341	NoValue	NoValue	-1.69E-05	NoValue	NoValue
260.679	NoValue	NoValue	NoValue	-1.87E-05	NoValue
260.882	NoValue	NoValue	NoValue	NoValue	-1.99E-05
261.32	NoValue	NoValue	-1.87E-05	NoValue	NoValue
261.414	NoValue	NoValue	NoValue	-2.02E-05	NoValue
261.471	NoValue	NoValue	NoValue	NoValue	-2.12E-05
261.696	1.96E-10	-1.72E-05	NoValue	NoValue	NoValue
262.059	NoValue	NoValue	NoValue	NoValue	-2.24E-05
262.149	NoValue	NoValue	NoValue	-2.17E-05	NoValue
262.3	NoValue	NoValue	-2.06E-05	NoValue	NoValue
262.647	NoValue	NoValue	NoValue	NoValue	-2.36E-05
262.884	NoValue	NoValue	NoValue	-2.31E-05	NoValue
263.17	NoValue	-1.97E-05	NoValue	NoValue	NoValue
263.235	NoValue	NoValue	NoValue	NoValue	-2.48E-05
263.279	NoValue	NoValue	-2.24E-05	NoValue	NoValue
263.619	NoValue	NoValue	NoValue	-2.46E-05	NoValue
263.824	NoValue	NoValue	NoValue	NoValue	-2.61E-05
264.258	NoValue	NoValue	-2.42E-05	NoValue	NoValue
264.354	NoValue	NoValue	NoValue	-2.61E-05	NoValue
264.412	NoValue	NoValue	NoValue	NoValue	-2.73E-05
264.643	-1.78E-10	-2.21E-05	NoValue	NoValue	NoValue
265	NoValue	NoValue	NoValue	NoValue	-2.85E-05
265.089	NoValue	NoValue	NoValue	-2.76E-05	NoValue
265.237	NoValue	NoValue	-2.61E-05	NoValue	NoValue
265.588	NoValue	NoValue	NoValue	NoValue	-2.98E-05
265.824	NoValue	NoValue	NoValue	-2.90E-05	NoValue
266.116	NoValue	-2.46E-05	NoValue	NoValue	NoValue
266.176	NoValue	NoValue	NoValue	NoValue	-3.10E-05
266.217	NoValue	NoValue	-2.79E-05	NoValue	NoValue
266.559	NoValue	NoValue	NoValue	-3.05E-05	NoValue
266.765	NoValue	NoValue	NoValue	NoValue	-3.22E-05
267.196	NoValue	NoValue	-2.98E-05	NoValue	NoValue
267.294	NoValue	NoValue	NoValue	-3.20E-05	NoValue
267.353	NoValue	NoValue	NoValue	NoValue	-3.34E-05
267.589	1.62E-10	-2.70E-05	NoValue	NoValue	NoValue
267.941	NoValue	NoValue	NoValue	NoValue	-3.47E-05
268.029	NoValue	NoValue	NoValue	-3.34E-05	NoValue
268.175	NoValue	NoValue	-3.16E-05	NoValue	NoValue
268.529	NoValue	NoValue	NoValue	NoValue	-3.59E-05
268.764	NoValue	NoValue	NoValue	-3.49E-05	NoValue
269.062	NoValue	-2.95E-05	NoValue	NoValue	NoValue
269.118	NoValue	NoValue	NoValue	NoValue	-3.71E-05
269.154	NoValue	NoValue	-3.34E-05	NoValue	NoValue
269.499	NoValue	NoValue	NoValue	-3.64E-05	NoValue
269.706	NoValue	NoValue	NoValue	NoValue	-3.83E-05
270.134	NoValue	NoValue	-3.53E-05	NoValue	NoValue
270.234	NoValue	NoValue	NoValue	-3.78E-05	NoValue
270.294	NoValue	NoValue	NoValue	NoValue	-3.96E-05
270.536	-1.49E-10	-3.19E-05	NoValue	NoValue	NoValue
270.882	NoValue	NoValue	NoValue	NoValue	-4.08E-05
270.969	NoValue	NoValue	NoValue	-3.93E-05	NoValue
271.113	NoValue	NoValue	-3.71E-05	NoValue	NoValue
271.471	NoValue	NoValue	NoValue	NoValue	-4.20E-05
271.704	NoValue	NoValue	NoValue	-4.08E-05	NoValue
272.009	NoValue	-3.44E-05	NoValue	NoValue	NoValue
272.059	NoValue	NoValue	NoValue	NoValue	-4.32E-05
272.092	NoValue	NoValue	-3.89E-05	NoValue	NoValue
272.439	NoValue	NoValue	NoValue	-4.22E-05	NoValue
272.647	NoValue	NoValue	NoValue	NoValue	-4.45E-05
273.071	NoValue	NoValue	-4.08E-05	NoValue	NoValue
273.174	NoValue	NoValue	NoValue	-4.37E-05	NoValue
273.235	NoValue	NoValue	NoValue	NoValue	-4.57E-05
273.482	1.37E-10	-3.68E-05	NoValue	NoValue	NoValue
273.824	NoValue	NoValue	NoValue	NoValue	-4.69E-05
273.909	NoValue	NoValue	NoValue	-4.52E-05	NoValue
274.05	NoValue	NoValue	-4.26E-05	NoValue	NoValue
274.412	NoValue	NoValue	NoValue	NoValue	-4.81E-05
274.644	NoValue	NoValue	NoValue	-4.67E-05	NoValue
274.955	NoValue	-3.93E-05	NoValue	NoValue	NoValue
275	NoValue	NoValue	NoValue	NoValue	-4.94E-05
275.03	NoValue	NoValue	-4.44E-05	NoValue	NoValue
275.379	NoValue	NoValue	NoValue	-4.81E-05	NoValue
275.588	NoValue	NoValue	NoValue	NoValue	-5.06E-05
276.009	NoValue	NoValue	-4.63E-05	NoValue	NoValue
276.114	NoValue	NoValue	NoValue	-4.96E-05	NoValue
276.176	NoValue	NoValue	NoValue	NoValue	-5.18E-05
276.429	-1.27E-10	-4.17E-05	NoValue	NoValue	NoValue
276.765	NoValue	NoValue	NoValue	NoValue	-5.30E-05
276.849	NoValue	NoValue	NoValue	-5.11E-05	NoValue
276.988	NoValue	NoValue	-4.81E-05	NoValue	NoValue
277.353	NoValue	NoValue	NoValue	NoValue	-5.43E-05
277.584	NoValue	NoValue	NoValue	-5.25E-05	NoValue
277.902	NoValue	-4.42E-05	NoValue	NoValue	NoValue
277.941	NoValue	NoValue	NoValue	NoValue	-5.55E-05
277.967	NoValue	NoValue	-4.99E-05	NoValue	NoValue
278.318	NoValue	NoValue	NoValue	-5.40E-05	NoValue
278.529	NoValue	NoValue	NoValue	NoValue	-5.67E-05
278.947	NoValue	NoValue	-5.18E-05	NoValue	NoValue
279.053	NoValue	NoValue	NoValue	-5.55E-05	NoValue
279.118	NoValue	NoValue	NoValue	NoValue	-5.79E-05
279.375	1.19E-10	-4.66E-05	NoValue	NoValue	NoValue
279.706	NoValue	NoValue	NoValue	NoValue	-5.92E-05
279.788	NoValue	NoValue	NoValue	-5.69E-05	NoValue
279.926	NoValue	NoValue	-5.36E-05	NoValue	NoValue
280.294	NoValue	NoValue	NoValue	NoValue	-6.04E-05
280.523	NoValue	NoValue	NoValue	-5.84E-05	NoValue
280.848	NoValue	-4.90E-05	NoValue	NoValue	NoValue
280.882	NoValue	NoValue	NoValue	NoValue	-6.16E-05
280.905	NoValue	NoValue	-5.54E-05	NoValue	NoValue
281.258	NoValue	NoValue	NoValue	-5.99E-05	NoValue
281.471	NoValue	NoValue	NoValue	NoValue	-6.28E-05
281.884	NoValue	NoValue	-5.73E-05	NoValue	NoValue
281.993	NoValue	NoValue	NoValue	-6.14E-05	NoValue
282.059	NoValue	NoValue	NoValue	NoValue	-6.41E-05
282.321	-1.13E-10	-5.15E-05	NoValue	NoValue	NoValue
282.647	NoValue	NoValue	NoValue	NoValue	-6.53E-05
282.728	NoValue	NoValue	NoValue	-6.28E-05	NoValue
282.863	NoValue	NoValue	-5.91E-05	NoValue	NoValue
283.235	NoValue	NoValue	NoValue	NoValue	-6.65E-05
283.463	NoValue	NoValue	NoValue	-6.43E-05	NoValue
283.795	NoValue	-5.39E-05	NoValue	NoValue	NoValue
283.824	NoValue	NoValue	NoValue	NoValue	-6.77E-05
283.843	NoValue	NoValue	-6.09E-05	NoValue	NoValue
284.198	NoValue	NoValue	NoValue	-6.58E-05	NoValue
284.412	NoValue	NoValue	NoValue	NoValue	-6.90E-05
284.822	NoValue	NoValue	-6.28E-05	NoValue	NoValue
284.933	NoValue	NoValue	NoValue	-6.72E-05	NoValue
285	NoValue	NoValue	NoValue	NoValue	-7.02E-05
285.268	1.08E-10	-5.64E-05	NoValue	NoValue	NoValue
285.588	NoValue	NoValue	NoValue	NoValue	-7.14E-05
285.668	NoValue	NoValue	NoValue	-6.87E-05	NoValue
285.801	NoValue	NoValue	-6.46E-05	NoValue	NoValue
286.176	NoValue	NoValue	NoValue	NoValue	-7.26E-05
286.403	NoValue	NoValue	NoValue	-7.02E-05	NoValue
286.741	NoValue	-5.88E-05	NoValue	NoValue	NoValue
286.765	NoValue	NoValue	NoValue	NoValue	-7.39E-05
286.78	NoValue	NoValue	-6.64E-05	NoValue	NoValue
287.138	NoValue	NoValue	NoValue	-7.16E-05	NoValue
287.353	NoValue	NoValue	NoValue	NoValue	-7.51E-05
287.76	NoValue	NoValue	-6.83E-05	NoValue	NoValue
287.873	NoValue	NoValue	NoValue	-7.31E-05	NoValue
287.941	NoValue	NoValue	NoValue	NoValue	-7.63E-05
288.214	-1.04E-10	-6.13E-05	NoValue	NoValue	NoValue
288.529	NoValue	NoValue	NoValue	NoValue	-7.76E-05
288.608	NoValue	NoValue	NoValue	-7.46E-05	NoValue
288.739	NoValue	NoValue	-7.01E-05	NoValue	NoValue
289.118	NoValue	NoValue	NoValue	NoValue	-7.88E-05
289.343	NoValue	NoValue	NoValue	-7.61E-05	NoValue
289.688	NoValue	-6.37E-05	NoValue	NoValue	NoValue
289.706	NoValue	NoValue	NoValue	NoValue	-8.00E-05
289.718	NoValue	NoValue	-7.19E-05	NoValue	NoValue
290.078	NoValue	NoValue	NoValue	-7.75E-05	NoValue
290.294	NoValue	NoValue	NoValue	NoValue	-8.12E-05
290.697	NoValue	NoValue	-7.38E-05	NoValue	NoValue
290.813	NoValue	NoValue	NoValue	-7.90E-05	NoValue
290.882	NoValue	NoValue	NoValue	NoValue	-8.25E-05
291.161	1.02E-10	-6.62E-05	NoValue	NoValue	NoValue
291.471	NoValue	NoValue	NoValue	NoValue	-8.37E-05
291.548	NoValue	NoValue	NoValue	-8.05E-05	NoValue
291.677	NoValue	NoValue	-7.56E-05	NoValue	NoValue
292.059	NoValue	NoValue	NoValue	NoValue	-8.49E-05
292.283	NoValue	NoValue	NoValue	-8.19E-05	NoValue
292.634	NoValue	-6.86E-05	NoValue	NoValue	NoValue
292.647	NoValue	NoValue	NoValue	NoValue	-8.61E-05
292.656	NoValue	NoValue	-7.75E-05	NoValue	NoValue
293.018	NoValue	NoValue	NoValue	-8.34E-05	NoValue
293.235	NoValue	NoValue	NoValue	NoValue	-8.74E-05
293.635	NoValue	NoValue	-7.93E-05	NoValue	NoValue
293.753	NoValue	NoValue	NoValue	-8.49E-05	NoValue
293.824	NoValue	NoValue	NoValue	NoValue	-8.86E-05
294.107	-1.01E-10	-7.11E-05	NoValue	NoValue	NoValue
294.412	NoValue	NoValue	NoValue	NoValue	-8.98E-05
294.488	NoValue	NoValue	NoValue	-8.63E-05	NoValue
294.614	NoValue	NoValue	-8.11E-05	NoValue	NoValue
295	NoValue	NoValue	NoValue	NoValue	-9.10E-05
295.223	NoValue	NoValue	NoValue	-8.78E-05	NoValue
295.58	NoValue	-7.35E-05	NoValue	NoValue	NoValue
295.588	NoValue	NoValue	NoValue	NoValue	-9.23E-05
295.593	NoValue	NoValue	-8.30E-05	NoValue	NoValue
295.958	NoValue	NoValue	NoValue	-8.93E-05	NoValue
296.176	NoValue	NoValue	NoValue	NoValue	-9.35E-05
296.573	NoValue	NoValue	-8.48E-05	NoValue	NoValue
296.693	NoValue	NoValue	NoValue	-9.07E-05	NoValue
296.765	NoValue	NoValue	NoValue	NoValue	-9.47E-05
297.054	1.02E-10	-7.60E-05	NoValue	NoValue	NoValue
297.353	NoValue	NoValue	NoValue	NoValue	-9.59E-05
297.428	NoValue	NoValue	NoValue	-9.22E-05	NoValue
297.552	NoValue	NoValue	-8.66E-05	NoValue	NoValue
297.941	NoValue	NoValue	NoValue	NoValue	-9.72E-05
298.163	NoValue	NoValue	NoValue	-9.37E-05	NoValue
298.527	NoValue	-7.84E-05	NoValue	NoValue	NoValue
298.529	NoValue	NoValue	NoValue	NoValue	-9.84E-05
298.531	NoValue	NoValue	-8.85E-05	NoValue	NoValue
298.898	NoValue	NoValue	NoValue	-9.52E-05	NoValue
299.118	NoValue	NoValue	NoValue	NoValue	-9.96E-05
299.51	NoValue	NoValue	-9.03E-05	NoValue	NoValue
299.633	NoValue	NoValue	NoValue	-9.66E-05	NoValue
299.706	NoValue	NoValue	NoValue	NoValue	-1.01E-04
300	-1.04E-10	-8.09E-05	NoValue	NoValue	NoValue
300.294	NoValue	NoValue	NoValue	NoValue	-1.02E-04
300.367	NoValue	NoValue	NoValue	-9.81E-05	NoValue
300.49	NoValue	NoValue	-9.21E-05	NoValue	NoValue
300.882	NoValue	NoValue	NoValue	NoValue	-1.03E-04
301.102	NoValue	NoValue	NoValue	-9.96E-05	NoValue
301.469	NoValue	NoValue	-9.40E-05	NoValue	NoValue
301.471	NoValue	NoValue	NoValue	NoValue	-1.05E-04
301.473	NoValue	-8.33E-05	NoValue	NoValue	NoValue
301.837	NoValue	NoValue	NoValue	-1.01E-04	NoValue
302.059	NoValue	NoValue	NoValue	NoValue	-1.06E-04
302.448	NoValue	NoValue	-9.58E-05	NoValue	NoValue
302.572	NoValue	NoValue	NoValue	-1.03E-04	NoValue
302.647	NoValue	NoValue	NoValue	NoValue	-1.07E-04
302.946	1.07E-10	-8.58E-05	NoValue	NoValue	NoValue
303.235	NoValue	NoValue	NoValue	NoValue	-1.08E-04
303.307	NoValue	NoValue	NoValue	-1.04E-04	NoValue
303.427	NoValue	NoValue	-9.76E-05	NoValue	NoValue
303.824	NoValue	NoValue	NoValue	NoValue	-1.09E-04
304.042	NoValue	NoValue	NoValue	-1.05E-04	NoValue
304.407	NoValue	NoValue	-9.95E-05	NoValue	NoValue
304.412	NoValue	NoValue	NoValue	NoValue	-1.11E-04
304.42	NoValue	-8.82E-05	NoValue	NoValue	NoValue
304.777	NoValue	NoValue	NoValue	-1.07E-04	NoValue
305	NoValue	NoValue	NoValue	NoValue	-1.12E-04
305.386	NoValue	NoValue	-1.01E-04	NoValue	NoValue
305.512	NoValue	NoValue	NoValue	-1.08E-04	NoValue
305.588	NoValue	NoValue	NoValue	NoValue	-1.13E-04
305.893	-1.12E-10	-9.07E-05	NoValue	NoValue	NoValue
306.176	NoValue	NoValue	NoValue	NoValue	-1.14E-04
306.247	NoValue	NoValue	NoValue	-1.10E-04	NoValue
306.365	NoValue	NoValue	-1.03E-04	NoValue	NoValue
306.765	NoValue	NoValue	NoValue	NoValue	-1.16E-04
306.982	NoValue	NoValue	NoValue	-1.11E-04	NoValue
307.344	NoValue	NoValue	-1.05E-04	NoValue	NoValue
307.353	NoValue	NoValue	NoValue	NoValue	-1.17E-04
307.366	NoValue	-9.31E-05	NoValue	NoValue	NoValue
307.717	NoValue	NoValue	NoValue	-1.13E-04	NoValue
307.941	NoValue	NoValue	NoValue	NoValue	-1.18E-04
308.323	NoValue	NoValue	-1.07E-04	NoValue	NoValue
308.452	NoValue	NoValue	NoValue	-1.14E-04	NoValue
308.529	NoValue	NoValue	NoValue	NoValue	-1.19E-04
308.839	1.18E-10	-9.55E-05	NoValue	NoValue	NoValue
309.118	NoValue	NoValue	NoValue	NoValue	-1.20E-04
309.187	NoValue	NoValue	NoValue	-1.16E-04	NoValue
309.303	NoValue	NoValue	-1.09E-04	NoValue	NoValue
309.706	NoValue	NoValue	NoValue	NoValue	-1.22E-04
309.922	NoValue	NoValue	NoValue	-1.17E-04	NoValue
310.282	NoValue	NoValue	-1.10E-04	NoValue	NoValue
310.294	NoValue	NoValue	NoValue	NoValue	-1.23E-04
310.312	NoValue	-9.80E-05	NoValue	NoValue	NoValue
310.657	NoValue	NoValue	NoValue	-1.19E-04	NoValue
310.882	NoValue	NoValue	NoValue	NoValue	-1.24E-04
311.261	NoValue	NoValue	-1.12E-04	NoValue	NoValue
311.392	NoValue	NoValue	NoValue	-1.20E-04	NoValue
311.471	NoValue	NoValue	NoValue	NoValue	-1.25E-04
311.786	-1.25E-10	-1.00E-04	NoValue	NoValue	NoValue
312.059	NoValue	NoValue	NoValue	NoValue	-1.27E-04
312.127	NoValue	NoValue	NoValue	-1.22E-04	NoValue
312.24	NoValue	NoValue	-1.14E-04	NoValue	NoValue
