X	E33_3D40N1F	E33_3D40N2F	E33_3D40N3F	E33_3D40N4F	E33_3D40N5F
123.261	-5.71E-09	1.71E-04	1.93E-04	2.06E-04	2.15E-04
123.848	NoValue	NoValue	NoValue	NoValue	2.16E-04
123.995	NoValue	NoValue	NoValue	2.07E-04	NoValue
124.239	NoValue	NoValue	1.94E-04	NoValue	NoValue
124.435	NoValue	NoValue	NoValue	NoValue	2.16E-04
124.728	NoValue	1.72E-04	NoValue	2.08E-04	NoValue
125.022	NoValue	NoValue	NoValue	NoValue	2.17E-04
125.217	NoValue	NoValue	1.95E-04	NoValue	NoValue
125.462	NoValue	NoValue	NoValue	2.08E-04	NoValue
125.609	NoValue	NoValue	NoValue	NoValue	2.17E-04
126.196	2.63E-08	1.73E-04	1.96E-04	2.09E-04	2.18E-04
126.783	NoValue	NoValue	NoValue	NoValue	2.18E-04
126.929	NoValue	NoValue	NoValue	2.09E-04	NoValue
127.174	NoValue	NoValue	1.96E-04	NoValue	NoValue
127.37	NoValue	NoValue	NoValue	NoValue	2.19E-04
127.663	NoValue	1.74E-04	NoValue	2.10E-04	NoValue
127.957	NoValue	NoValue	NoValue	NoValue	2.19E-04
128.152	NoValue	NoValue	1.97E-04	NoValue	NoValue
128.397	NoValue	NoValue	NoValue	2.11E-04	NoValue
128.543	NoValue	NoValue	NoValue	NoValue	2.20E-04
129.13	-3.89E-08	1.76E-04	1.99E-04	2.12E-04	2.21E-04
129.717	NoValue	NoValue	NoValue	NoValue	2.22E-04
129.864	NoValue	NoValue	NoValue	2.14E-04	NoValue
130.109	NoValue	NoValue	2.01E-04	NoValue	NoValue
130.304	NoValue	NoValue	NoValue	NoValue	2.24E-04
130.598	NoValue	1.80E-04	NoValue	2.16E-04	NoValue
130.891	NoValue	NoValue	NoValue	NoValue	2.26E-04
131.087	NoValue	NoValue	2.04E-04	NoValue	NoValue
131.332	NoValue	NoValue	NoValue	2.19E-04	NoValue
131.478	NoValue	NoValue	NoValue	NoValue	2.29E-04
132.065	-1.85E-08	1.84E-04	2.08E-04	2.22E-04	2.32E-04
132.652	NoValue	NoValue	NoValue	NoValue	2.38E-04
132.799	NoValue	NoValue	NoValue	2.31E-04	NoValue
133.043	NoValue	NoValue	2.19E-04	NoValue	NoValue
133.239	NoValue	NoValue	NoValue	NoValue	2.44E-04
133.533	NoValue	1.98E-04	NoValue	2.38E-04	NoValue
133.826	NoValue	NoValue	NoValue	NoValue	2.51E-04
134.022	NoValue	NoValue	2.28E-04	NoValue	NoValue
134.266	NoValue	NoValue	NoValue	2.44E-04	NoValue
134.413	NoValue	NoValue	NoValue	NoValue	2.57E-04
135	3.76E-07	2.08E-04	2.30E-04	2.49E-04	2.58E-04
135.588	NoValue	NoValue	NoValue	NoValue	2.57E-04
135.735	NoValue	NoValue	NoValue	2.44E-04	NoValue
135.979	NoValue	NoValue	2.28E-04	NoValue	NoValue
136.176	NoValue	NoValue	NoValue	NoValue	2.51E-04
136.47	NoValue	NoValue	NoValue	2.38E-04	NoValue
136.473	NoValue	1.97E-04	NoValue	NoValue	NoValue
136.765	NoValue	NoValue	NoValue	NoValue	2.43E-04
136.958	NoValue	NoValue	2.18E-04	NoValue	NoValue
137.205	NoValue	NoValue	NoValue	2.30E-04	NoValue
137.353	NoValue	NoValue	NoValue	NoValue	2.38E-04
137.938	NoValue	NoValue	2.07E-04	NoValue	NoValue
137.94	NoValue	NoValue	NoValue	2.22E-04	NoValue
137.941	NoValue	NoValue	NoValue	NoValue	2.31E-04
137.946	-1.84E-08	1.83E-04	NoValue	NoValue	NoValue
138.529	NoValue	NoValue	NoValue	NoValue	2.28E-04
138.675	NoValue	NoValue	NoValue	2.18E-04	NoValue
138.917	NoValue	NoValue	2.03E-04	NoValue	NoValue
139.118	NoValue	NoValue	NoValue	NoValue	2.25E-04
139.41	NoValue	NoValue	NoValue	2.14E-04	NoValue
139.42	NoValue	1.79E-04	NoValue	NoValue	NoValue
139.706	NoValue	NoValue	NoValue	NoValue	2.23E-04
139.896	NoValue	NoValue	1.99E-04	NoValue	NoValue
140.145	NoValue	NoValue	NoValue	2.13E-04	NoValue
140.294	NoValue	NoValue	NoValue	NoValue	2.21E-04
140.875	NoValue	NoValue	1.97E-04	NoValue	NoValue
140.88	NoValue	NoValue	NoValue	2.11E-04	NoValue
140.882	NoValue	NoValue	NoValue	NoValue	2.20E-04
140.893	-3.87E-08	1.74E-04	NoValue	NoValue	NoValue
141.471	NoValue	NoValue	NoValue	NoValue	2.18E-04
141.615	NoValue	NoValue	NoValue	2.09E-04	NoValue
141.855	NoValue	NoValue	1.96E-04	NoValue	NoValue
142.059	NoValue	NoValue	NoValue	NoValue	2.17E-04
142.35	NoValue	NoValue	NoValue	2.08E-04	NoValue
142.366	NoValue	1.73E-04	NoValue	NoValue	NoValue
142.647	NoValue	NoValue	NoValue	NoValue	2.17E-04
142.834	NoValue	NoValue	1.94E-04	NoValue	NoValue
143.085	NoValue	NoValue	NoValue	2.07E-04	NoValue
143.235	NoValue	NoValue	NoValue	NoValue	2.16E-04
143.813	NoValue	NoValue	1.93E-04	NoValue	NoValue
143.82	NoValue	NoValue	NoValue	2.06E-04	NoValue
143.824	NoValue	NoValue	NoValue	NoValue	2.15E-04
143.839	2.65E-08	1.71E-04	NoValue	NoValue	NoValue
144.412	NoValue	NoValue	NoValue	NoValue	2.14E-04
144.555	NoValue	NoValue	NoValue	2.05E-04	NoValue
144.792	NoValue	NoValue	1.92E-04	NoValue	NoValue
145	NoValue	NoValue	NoValue	NoValue	2.14E-04
145.29	NoValue	NoValue	NoValue	2.05E-04	NoValue
145.312	NoValue	1.70E-04	NoValue	NoValue	NoValue
145.588	NoValue	NoValue	NoValue	NoValue	2.13E-04
145.772	NoValue	NoValue	1.91E-04	NoValue	NoValue
146.025	NoValue	NoValue	NoValue	2.04E-04	NoValue
146.176	NoValue	NoValue	NoValue	NoValue	2.12E-04
146.751	NoValue	NoValue	1.90E-04	NoValue	NoValue
146.759	NoValue	NoValue	NoValue	2.03E-04	NoValue
146.765	NoValue	NoValue	NoValue	NoValue	2.12E-04
146.786	-5.86E-09	1.69E-04	NoValue	NoValue	NoValue
147.353	NoValue	NoValue	NoValue	NoValue	2.11E-04
147.494	NoValue	NoValue	NoValue	2.02E-04	NoValue
147.73	NoValue	NoValue	1.89E-04	NoValue	NoValue
147.941	NoValue	NoValue	NoValue	NoValue	2.10E-04
148.229	NoValue	NoValue	NoValue	2.01E-04	NoValue
148.259	NoValue	1.67E-04	NoValue	NoValue	NoValue
148.529	NoValue	NoValue	NoValue	NoValue	2.09E-04
148.709	NoValue	NoValue	1.88E-04	NoValue	NoValue
148.964	NoValue	NoValue	NoValue	2.00E-04	NoValue
149.118	NoValue	NoValue	NoValue	NoValue	2.08E-04
149.688	NoValue	NoValue	1.87E-04	NoValue	NoValue
149.699	NoValue	NoValue	NoValue	1.99E-04	NoValue
149.706	NoValue	NoValue	NoValue	NoValue	2.08E-04
149.732	2.03E-08	1.66E-04	NoValue	NoValue	NoValue
150.294	NoValue	NoValue	NoValue	NoValue	2.07E-04
150.434	NoValue	NoValue	NoValue	1.98E-04	NoValue
150.668	NoValue	NoValue	1.85E-04	NoValue	NoValue
150.882	NoValue	NoValue	NoValue	NoValue	2.06E-04
151.169	NoValue	NoValue	NoValue	1.97E-04	NoValue
151.205	NoValue	1.63E-04	NoValue	NoValue	NoValue
151.471	NoValue	NoValue	NoValue	NoValue	2.05E-04
151.647	NoValue	NoValue	1.84E-04	NoValue	NoValue
151.904	NoValue	NoValue	NoValue	1.96E-04	NoValue
152.059	NoValue	NoValue	NoValue	NoValue	2.04E-04
152.626	NoValue	NoValue	1.82E-04	NoValue	NoValue
152.639	NoValue	NoValue	NoValue	1.95E-04	NoValue
152.647	NoValue	NoValue	NoValue	NoValue	2.03E-04
152.679	-8.70E-09	1.62E-04	NoValue	NoValue	NoValue
153.235	NoValue	NoValue	NoValue	NoValue	2.02E-04
153.374	NoValue	NoValue	NoValue	1.94E-04	NoValue
153.605	NoValue	NoValue	1.81E-04	NoValue	NoValue
153.824	NoValue	NoValue	NoValue	NoValue	2.01E-04
154.109	NoValue	NoValue	NoValue	1.92E-04	NoValue
154.152	NoValue	1.60E-04	NoValue	NoValue	NoValue
154.412	NoValue	NoValue	NoValue	NoValue	2.00E-04
154.585	NoValue	NoValue	1.79E-04	NoValue	NoValue
154.844	NoValue	NoValue	NoValue	1.91E-04	NoValue
155	NoValue	NoValue	NoValue	NoValue	1.99E-04
155.564	NoValue	NoValue	1.78E-04	NoValue	NoValue
155.579	NoValue	NoValue	NoValue	1.90E-04	NoValue
155.588	NoValue	NoValue	NoValue	NoValue	1.98E-04
155.625	1.28E-08	1.58E-04	NoValue	NoValue	NoValue
156.176	NoValue	NoValue	NoValue	NoValue	1.97E-04
156.314	NoValue	NoValue	NoValue	1.88E-04	NoValue
156.543	NoValue	NoValue	1.76E-04	NoValue	NoValue
156.765	NoValue	NoValue	NoValue	NoValue	1.96E-04
157.049	NoValue	NoValue	NoValue	1.87E-04	NoValue
157.098	NoValue	1.55E-04	NoValue	NoValue	NoValue
157.353	NoValue	NoValue	NoValue	NoValue	1.94E-04
157.522	NoValue	NoValue	1.75E-04	NoValue	NoValue
157.784	NoValue	NoValue	NoValue	1.86E-04	NoValue
157.941	NoValue	NoValue	NoValue	NoValue	1.93E-04
158.501	NoValue	NoValue	1.73E-04	NoValue	NoValue
158.519	NoValue	NoValue	NoValue	1.85E-04	NoValue
158.529	NoValue	NoValue	NoValue	NoValue	1.92E-04
158.571	-9.29E-09	1.53E-04	NoValue	NoValue	NoValue
159.118	NoValue	NoValue	NoValue	NoValue	1.91E-04
159.254	NoValue	NoValue	NoValue	1.83E-04	NoValue
159.481	NoValue	NoValue	1.71E-04	NoValue	NoValue
159.706	NoValue	NoValue	NoValue	NoValue	1.90E-04
159.989	NoValue	NoValue	NoValue	1.82E-04	NoValue
160.045	NoValue	1.51E-04	NoValue	NoValue	NoValue
160.294	NoValue	NoValue	NoValue	NoValue	1.89E-04
160.46	NoValue	NoValue	1.69E-04	NoValue	NoValue
160.724	NoValue	NoValue	NoValue	1.80E-04	NoValue
160.882	NoValue	NoValue	NoValue	NoValue	1.88E-04
161.439	NoValue	NoValue	1.68E-04	NoValue	NoValue
161.459	NoValue	NoValue	NoValue	1.79E-04	NoValue
161.471	NoValue	NoValue	NoValue	NoValue	1.86E-04
161.518	9.01E-09	1.49E-04	NoValue	NoValue	NoValue
162.059	NoValue	NoValue	NoValue	NoValue	1.85E-04
162.194	NoValue	NoValue	NoValue	1.78E-04	NoValue
162.418	NoValue	NoValue	1.66E-04	NoValue	NoValue
162.647	NoValue	NoValue	NoValue	NoValue	1.84E-04
162.929	NoValue	NoValue	NoValue	1.76E-04	NoValue
162.991	NoValue	1.46E-04	NoValue	NoValue	NoValue
163.235	NoValue	NoValue	NoValue	NoValue	1.83E-04
163.398	NoValue	NoValue	1.64E-04	NoValue	NoValue
163.664	NoValue	NoValue	NoValue	1.75E-04	NoValue
163.824	NoValue	NoValue	NoValue	NoValue	1.82E-04
164.377	NoValue	NoValue	1.62E-04	NoValue	NoValue
164.399	NoValue	NoValue	NoValue	1.73E-04	NoValue
164.412	NoValue	NoValue	NoValue	NoValue	1.81E-04
164.464	-7.97E-09	1.44E-04	NoValue	NoValue	NoValue
165	NoValue	NoValue	NoValue	NoValue	1.79E-04
165.134	NoValue	NoValue	NoValue	1.72E-04	NoValue
165.356	NoValue	NoValue	1.61E-04	NoValue	NoValue
165.588	NoValue	NoValue	NoValue	NoValue	1.78E-04
165.869	NoValue	NoValue	NoValue	1.71E-04	NoValue
165.938	NoValue	1.42E-04	NoValue	NoValue	NoValue
166.176	NoValue	NoValue	NoValue	NoValue	1.77E-04
166.335	NoValue	NoValue	1.59E-04	NoValue	NoValue
166.604	NoValue	NoValue	NoValue	1.69E-04	NoValue
166.765	NoValue	NoValue	NoValue	NoValue	1.76E-04
167.315	NoValue	NoValue	1.57E-04	NoValue	NoValue
167.339	NoValue	NoValue	NoValue	1.68E-04	NoValue
167.353	NoValue	NoValue	NoValue	NoValue	1.75E-04
167.411	7.04E-09	1.39E-04	NoValue	NoValue	NoValue
167.941	NoValue	NoValue	NoValue	NoValue	1.73E-04
168.074	NoValue	NoValue	NoValue	1.66E-04	NoValue
168.294	NoValue	NoValue	1.55E-04	NoValue	NoValue
168.529	NoValue	NoValue	NoValue	NoValue	1.72E-04
168.808	NoValue	NoValue	NoValue	1.65E-04	NoValue
168.884	NoValue	1.37E-04	NoValue	NoValue	NoValue
169.118	NoValue	NoValue	NoValue	NoValue	1.71E-04
169.273	NoValue	NoValue	1.54E-04	NoValue	NoValue
169.543	NoValue	NoValue	NoValue	1.63E-04	NoValue
169.706	NoValue	NoValue	NoValue	NoValue	1.70E-04
170.252	NoValue	NoValue	1.52E-04	NoValue	NoValue
170.278	NoValue	NoValue	NoValue	1.62E-04	NoValue
170.294	NoValue	NoValue	NoValue	NoValue	1.69E-04
170.357	-6.41E-09	1.34E-04	NoValue	NoValue	NoValue
170.882	NoValue	NoValue	NoValue	NoValue	1.67E-04
171.013	NoValue	NoValue	NoValue	1.60E-04	NoValue
171.231	NoValue	NoValue	1.50E-04	NoValue	NoValue
171.471	NoValue	NoValue	NoValue	NoValue	1.66E-04
171.748	NoValue	NoValue	NoValue	1.59E-04	NoValue
171.83	NoValue	1.32E-04	NoValue	NoValue	NoValue
172.059	NoValue	NoValue	NoValue	NoValue	1.65E-04
172.211	NoValue	NoValue	1.48E-04	NoValue	NoValue
172.483	NoValue	NoValue	NoValue	1.58E-04	NoValue
172.647	NoValue	NoValue	NoValue	NoValue	1.64E-04
173.19	NoValue	NoValue	1.46E-04	NoValue	NoValue
173.218	NoValue	NoValue	NoValue	1.56E-04	NoValue
173.235	NoValue	NoValue	NoValue	NoValue	1.63E-04
173.304	5.65E-09	1.30E-04	NoValue	NoValue	NoValue
173.824	NoValue	NoValue	NoValue	NoValue	1.61E-04
173.953	NoValue	NoValue	NoValue	1.55E-04	NoValue
174.169	NoValue	NoValue	1.44E-04	NoValue	NoValue
174.412	NoValue	NoValue	NoValue	NoValue	1.60E-04
174.688	NoValue	NoValue	NoValue	1.53E-04	NoValue
174.777	NoValue	1.27E-04	NoValue	NoValue	NoValue
175	NoValue	NoValue	NoValue	NoValue	1.59E-04
175.148	NoValue	NoValue	1.43E-04	NoValue	NoValue
175.423	NoValue	NoValue	NoValue	1.52E-04	NoValue
175.588	NoValue	NoValue	NoValue	NoValue	1.58E-04
176.128	NoValue	NoValue	1.41E-04	NoValue	NoValue
176.158	NoValue	NoValue	NoValue	1.50E-04	NoValue
176.176	NoValue	NoValue	NoValue	NoValue	1.56E-04
176.25	-5.09E-09	1.25E-04	NoValue	NoValue	NoValue
176.765	NoValue	NoValue	NoValue	NoValue	1.55E-04
176.893	NoValue	NoValue	NoValue	1.49E-04	NoValue
177.107	NoValue	NoValue	1.39E-04	NoValue	NoValue
177.353	NoValue	NoValue	NoValue	NoValue	1.54E-04
177.628	NoValue	NoValue	NoValue	1.47E-04	NoValue
177.723	NoValue	1.22E-04	NoValue	NoValue	NoValue
177.941	NoValue	NoValue	NoValue	NoValue	1.53E-04
178.086	NoValue	NoValue	1.37E-04	NoValue	NoValue
178.363	NoValue	NoValue	NoValue	1.46E-04	NoValue
178.529	NoValue	NoValue	NoValue	NoValue	1.52E-04
179.065	NoValue	NoValue	1.35E-04	NoValue	NoValue
179.098	NoValue	NoValue	NoValue	1.44E-04	NoValue
179.118	NoValue	NoValue	NoValue	NoValue	1.50E-04
179.196	4.53E-09	1.20E-04	NoValue	NoValue	NoValue
179.706	NoValue	NoValue	NoValue	NoValue	1.49E-04
179.833	NoValue	NoValue	NoValue	1.43E-04	NoValue
180.045	NoValue	NoValue	1.33E-04	NoValue	NoValue
180.294	NoValue	NoValue	NoValue	NoValue	1.48E-04
180.568	NoValue	NoValue	NoValue	1.41E-04	NoValue
180.67	NoValue	1.17E-04	NoValue	NoValue	NoValue
180.882	NoValue	NoValue	NoValue	NoValue	1.47E-04
181.024	NoValue	NoValue	1.32E-04	NoValue	NoValue
181.303	NoValue	NoValue	NoValue	1.40E-04	NoValue
181.471	NoValue	NoValue	NoValue	NoValue	1.45E-04
182.003	NoValue	NoValue	1.30E-04	NoValue	NoValue
182.038	NoValue	NoValue	NoValue	1.38E-04	NoValue
182.059	NoValue	NoValue	NoValue	NoValue	1.44E-04
182.143	-4.05E-09	1.15E-04	NoValue	NoValue	NoValue
182.647	NoValue	NoValue	NoValue	NoValue	1.43E-04
182.773	NoValue	NoValue	NoValue	1.37E-04	NoValue
182.982	NoValue	NoValue	1.28E-04	NoValue	NoValue
183.235	NoValue	NoValue	NoValue	NoValue	1.42E-04
183.508	NoValue	NoValue	NoValue	1.36E-04	NoValue
183.616	NoValue	1.12E-04	NoValue	NoValue	NoValue
183.824	NoValue	NoValue	NoValue	NoValue	1.41E-04
183.961	NoValue	NoValue	1.26E-04	NoValue	NoValue
184.243	NoValue	NoValue	NoValue	1.34E-04	NoValue
184.412	NoValue	NoValue	NoValue	NoValue	1.39E-04
184.941	NoValue	NoValue	1.24E-04	NoValue	NoValue
184.978	NoValue	NoValue	NoValue	1.33E-04	NoValue
185	NoValue	NoValue	NoValue	NoValue	1.38E-04
185.089	3.62E-09	1.10E-04	NoValue	NoValue	NoValue
185.588	NoValue	NoValue	NoValue	NoValue	1.37E-04
185.713	NoValue	NoValue	NoValue	1.31E-04	NoValue
185.92	NoValue	NoValue	1.22E-04	NoValue	NoValue
186.176	NoValue	NoValue	NoValue	NoValue	1.36E-04
186.448	NoValue	NoValue	NoValue	1.30E-04	NoValue
186.562	NoValue	1.08E-04	NoValue	NoValue	NoValue
186.765	NoValue	NoValue	NoValue	NoValue	1.34E-04
186.899	NoValue	NoValue	1.21E-04	NoValue	NoValue
187.183	NoValue	NoValue	NoValue	1.28E-04	NoValue
187.353	NoValue	NoValue	NoValue	NoValue	1.33E-04
187.878	NoValue	NoValue	1.19E-04	NoValue	NoValue
187.918	NoValue	NoValue	NoValue	1.27E-04	NoValue
187.941	NoValue	NoValue	NoValue	NoValue	1.32E-04
188.036	-3.23E-09	1.05E-04	NoValue	NoValue	NoValue
188.529	NoValue	NoValue	NoValue	NoValue	1.31E-04
188.653	NoValue	NoValue	NoValue	1.25E-04	NoValue
188.858	NoValue	NoValue	1.17E-04	NoValue	NoValue
189.118	NoValue	NoValue	NoValue	NoValue	1.30E-04
189.388	NoValue	NoValue	NoValue	1.24E-04	NoValue
189.509	NoValue	1.03E-04	NoValue	NoValue	NoValue
189.706	NoValue	NoValue	NoValue	NoValue	1.28E-04
189.837	NoValue	NoValue	1.15E-04	NoValue	NoValue
190.122	NoValue	NoValue	NoValue	1.22E-04	NoValue
190.294	NoValue	NoValue	NoValue	NoValue	1.27E-04
190.816	NoValue	NoValue	1.13E-04	NoValue	NoValue
190.857	NoValue	NoValue	NoValue	1.21E-04	NoValue
190.882	NoValue	NoValue	NoValue	NoValue	1.26E-04
190.982	2.88E-09	1.00E-04	NoValue	NoValue	NoValue
191.471	NoValue	NoValue	NoValue	NoValue	1.25E-04
191.592	NoValue	NoValue	NoValue	1.19E-04	NoValue
191.795	NoValue	NoValue	1.11E-04	NoValue	NoValue
192.059	NoValue	NoValue	NoValue	NoValue	1.23E-04
192.327	NoValue	NoValue	NoValue	1.18E-04	NoValue
192.455	NoValue	9.78E-05	NoValue	NoValue	NoValue
192.647	NoValue	NoValue	NoValue	NoValue	1.22E-04
192.774	NoValue	NoValue	1.10E-04	NoValue	NoValue
193.062	NoValue	NoValue	NoValue	1.16E-04	NoValue
193.235	NoValue	NoValue	NoValue	NoValue	1.21E-04
193.754	NoValue	NoValue	1.08E-04	NoValue	NoValue
193.797	NoValue	NoValue	NoValue	1.15E-04	NoValue
193.824	NoValue	NoValue	NoValue	NoValue	1.20E-04
193.929	-2.57E-09	9.53E-05	NoValue	NoValue	NoValue
194.412	NoValue	NoValue	NoValue	NoValue	1.19E-04
194.532	NoValue	NoValue	NoValue	1.14E-04	NoValue
194.733	NoValue	NoValue	1.06E-04	NoValue	NoValue
195	NoValue	NoValue	NoValue	NoValue	1.17E-04
195.267	NoValue	NoValue	NoValue	1.12E-04	NoValue
195.402	NoValue	9.29E-05	NoValue	NoValue	NoValue
195.588	NoValue	NoValue	NoValue	NoValue	1.16E-04
195.712	NoValue	NoValue	1.04E-04	NoValue	NoValue
196.002	NoValue	NoValue	NoValue	1.11E-04	NoValue
196.176	NoValue	NoValue	NoValue	NoValue	1.15E-04
196.691	NoValue	NoValue	1.02E-04	NoValue	NoValue
196.737	NoValue	NoValue	NoValue	1.09E-04	NoValue
196.765	NoValue	NoValue	NoValue	NoValue	1.14E-04
196.875	2.29E-09	9.04E-05	NoValue	NoValue	NoValue
197.353	NoValue	NoValue	NoValue	NoValue	1.12E-04
197.472	NoValue	NoValue	NoValue	1.08E-04	NoValue
197.671	NoValue	NoValue	1.00E-04	NoValue	NoValue
197.941	NoValue	NoValue	NoValue	NoValue	1.11E-04
198.207	NoValue	NoValue	NoValue	1.06E-04	NoValue
198.348	NoValue	8.80E-05	NoValue	NoValue	NoValue
198.529	NoValue	NoValue	NoValue	NoValue	1.10E-04
198.65	NoValue	NoValue	9.87E-05	NoValue	NoValue
198.942	NoValue	NoValue	NoValue	1.05E-04	NoValue
199.118	NoValue	NoValue	NoValue	NoValue	1.09E-04
199.629	NoValue	NoValue	9.68E-05	NoValue	NoValue
199.677	NoValue	NoValue	NoValue	1.03E-04	NoValue
199.706	NoValue	NoValue	NoValue	NoValue	1.08E-04
199.821	-2.04E-09	8.56E-05	NoValue	NoValue	NoValue
200.294	NoValue	NoValue	NoValue	NoValue	1.06E-04
200.412	NoValue	NoValue	NoValue	1.02E-04	NoValue
200.608	NoValue	NoValue	9.50E-05	NoValue	NoValue
200.882	NoValue	NoValue	NoValue	NoValue	1.05E-04
201.147	NoValue	NoValue	NoValue	1.00E-04	NoValue
201.295	NoValue	8.31E-05	NoValue	NoValue	NoValue
201.471	NoValue	NoValue	NoValue	NoValue	1.04E-04
201.588	NoValue	NoValue	9.32E-05	NoValue	NoValue
201.882	NoValue	NoValue	NoValue	9.88E-05	NoValue
202.059	NoValue	NoValue	NoValue	NoValue	1.03E-04
202.567	NoValue	NoValue	9.13E-05	NoValue	NoValue
202.617	NoValue	NoValue	NoValue	9.74E-05	NoValue
202.647	NoValue	NoValue	NoValue	NoValue	1.01E-04
202.768	1.82E-09	8.07E-05	NoValue	NoValue	NoValue
203.235	NoValue	NoValue	NoValue	NoValue	1.00E-04
203.352	NoValue	NoValue	NoValue	9.59E-05	NoValue
203.546	NoValue	NoValue	8.95E-05	NoValue	NoValue
203.824	NoValue	NoValue	NoValue	NoValue	9.89E-05
204.087	NoValue	NoValue	NoValue	9.44E-05	NoValue
204.241	NoValue	7.82E-05	NoValue	NoValue	NoValue
204.412	NoValue	NoValue	NoValue	NoValue	9.77E-05
204.525	NoValue	NoValue	8.77E-05	NoValue	NoValue
204.822	NoValue	NoValue	NoValue	9.30E-05	NoValue
205	NoValue	NoValue	NoValue	NoValue	9.65E-05
205.504	NoValue	NoValue	8.58E-05	NoValue	NoValue
205.557	NoValue	NoValue	NoValue	9.15E-05	NoValue
205.588	NoValue	NoValue	NoValue	NoValue	9.53E-05
205.714	-1.62E-09	7.58E-05	NoValue	NoValue	NoValue
206.176	NoValue	NoValue	NoValue	NoValue	9.40E-05
206.292	NoValue	NoValue	NoValue	9.00E-05	NoValue
206.484	NoValue	NoValue	8.40E-05	NoValue	NoValue
206.765	NoValue	NoValue	NoValue	NoValue	9.28E-05
207.027	NoValue	NoValue	NoValue	8.86E-05	NoValue
207.188	NoValue	7.33E-05	NoValue	NoValue	NoValue
207.353	NoValue	NoValue	NoValue	NoValue	9.16E-05
207.463	NoValue	NoValue	8.22E-05	NoValue	NoValue
207.762	NoValue	NoValue	NoValue	8.71E-05	NoValue
207.941	NoValue	NoValue	NoValue	NoValue	9.04E-05
208.442	NoValue	NoValue	8.03E-05	NoValue	NoValue
208.497	NoValue	NoValue	NoValue	8.56E-05	NoValue
208.529	NoValue	NoValue	NoValue	NoValue	8.91E-05
208.661	1.45E-09	7.09E-05	NoValue	NoValue	NoValue
209.118	NoValue	NoValue	NoValue	NoValue	8.79E-05
209.232	NoValue	NoValue	NoValue	8.41E-05	NoValue
209.421	NoValue	NoValue	7.85E-05	NoValue	NoValue
209.706	NoValue	NoValue	NoValue	NoValue	8.67E-05
209.967	NoValue	NoValue	NoValue	8.27E-05	NoValue
210.134	NoValue	6.84E-05	NoValue	NoValue	NoValue
210.294	NoValue	NoValue	NoValue	NoValue	8.55E-05
210.401	NoValue	NoValue	7.66E-05	NoValue	NoValue
210.702	NoValue	NoValue	NoValue	8.12E-05	NoValue
210.882	NoValue	NoValue	NoValue	NoValue	8.42E-05
211.38	NoValue	NoValue	7.48E-05	NoValue	NoValue
211.437	NoValue	NoValue	NoValue	7.97E-05	NoValue
211.471	NoValue	NoValue	NoValue	NoValue	8.30E-05
211.607	-1.29E-09	6.60E-05	NoValue	NoValue	NoValue
212.059	NoValue	NoValue	NoValue	NoValue	8.18E-05
212.171	NoValue	NoValue	NoValue	7.83E-05	NoValue
212.359	NoValue	NoValue	7.30E-05	NoValue	NoValue
212.647	NoValue	NoValue	NoValue	NoValue	8.06E-05
212.906	NoValue	NoValue	NoValue	7.68E-05	NoValue
213.08	NoValue	6.35E-05	NoValue	NoValue	NoValue
213.235	NoValue	NoValue	NoValue	NoValue	7.93E-05
213.338	NoValue	NoValue	7.11E-05	NoValue	NoValue
213.641	NoValue	NoValue	NoValue	7.53E-05	NoValue
213.824	NoValue	NoValue	NoValue	NoValue	7.81E-05
214.318	NoValue	NoValue	6.93E-05	NoValue	NoValue
214.376	NoValue	NoValue	NoValue	7.39E-05	NoValue
214.412	NoValue	NoValue	NoValue	NoValue	7.69E-05
214.554	1.15E-09	6.11E-05	NoValue	NoValue	NoValue
215	NoValue	NoValue	NoValue	NoValue	7.57E-05
215.111	NoValue	NoValue	NoValue	7.24E-05	NoValue
215.297	NoValue	NoValue	6.75E-05	NoValue	NoValue
215.588	NoValue	NoValue	NoValue	NoValue	7.44E-05
215.846	NoValue	NoValue	NoValue	7.09E-05	NoValue
216.027	NoValue	5.86E-05	NoValue	NoValue	NoValue
216.176	NoValue	NoValue	NoValue	NoValue	7.32E-05
216.276	NoValue	NoValue	6.56E-05	NoValue	NoValue
216.581	NoValue	NoValue	NoValue	6.94E-05	NoValue
216.765	NoValue	NoValue	NoValue	NoValue	7.20E-05
217.255	NoValue	NoValue	6.38E-05	NoValue	NoValue
217.316	NoValue	NoValue	NoValue	6.80E-05	NoValue
217.353	NoValue	NoValue	NoValue	NoValue	7.08E-05
217.5	-1.03E-09	5.62E-05	NoValue	NoValue	NoValue
217.941	NoValue	NoValue	NoValue	NoValue	6.95E-05
218.051	NoValue	NoValue	NoValue	6.65E-05	NoValue
218.234	NoValue	NoValue	6.20E-05	NoValue	NoValue
218.529	NoValue	NoValue	NoValue	NoValue	6.83E-05
218.786	NoValue	NoValue	NoValue	6.50E-05	NoValue
218.973	NoValue	5.37E-05	NoValue	NoValue	NoValue
219.118	NoValue	NoValue	NoValue	NoValue	6.71E-05
219.214	NoValue	NoValue	6.01E-05	NoValue	NoValue
219.521	NoValue	NoValue	NoValue	6.36E-05	NoValue
219.706	NoValue	NoValue	NoValue	NoValue	6.58E-05
220.193	NoValue	NoValue	5.83E-05	NoValue	NoValue
220.256	NoValue	NoValue	NoValue	6.21E-05	NoValue
220.294	NoValue	NoValue	NoValue	NoValue	6.46E-05
