
                  X             E33_3D40N1F        E33_3D40N2F        E33_3D40N3F        E33_3D40N4F        E33_3D40N5F   
              476.765             -8.55469E-09     -308.798E-06       -348.237E-06       -371.623E-06       -387.219E-06  
              476.786             -8.90531E-09     -308.749E-06       -348.191E-06       -371.567E-06       -387.161E-06  
              476.892            -10.6788E-09      -308.501E-06       -347.918E-06       -371.282E-06       -386.866E-06  
              477.353             -4.55629E-09     -307.422E-06       -346.731E-06       -370.042E-06       -385.585E-06  
              477.467             -3.04582E-09     -307.156E-06       -346.439E-06       -369.736E-06       -385.277E-06  
              477.768            953.869E-12       -306.451E-06       -345.664E-06       -368.95E-06        -384.461E-06  
              477.941              3.25544E-09     -306.045E-06       -345.231E-06       -368.498E-06       -383.991E-06  
              478.2                6.69301E-09     -305.44E-06        -344.585E-06       -367.822E-06       -383.23E-06   
              478.529             11.0676E-09      -304.69E-06        -343.763E-06       -366.872E-06       -382.261E-06  
              478.75              13.9969E-09      -304.187E-06       -343.212E-06       -366.236E-06       -381.624E-06  
              478.933             16.4314E-09      -303.77E-06        -342.699E-06       -365.708E-06       -381.095E-06  
              479.118             18.8793E-09      -303.35E-06        -342.182E-06       -365.188E-06       -380.563E-06  
              479.667             26.1703E-09      -302.1E-06         -340.644E-06       -363.64E-06        -378.861E-06  
              479.706             26.691E-09       -301.998E-06       -340.534E-06       -363.52E-06        -378.739E-06  
              479.732             27.04E-09        -301.929E-06       -340.461E-06       -363.439E-06       -378.659E-06  
              479.865             28.8025E-09      -301.582E-06       -340.096E-06       -363.032E-06       -378.255E-06  
              480.294             22.7217E-09      -300.461E-06       -338.916E-06       -361.714E-06       -376.946E-06  
              480.4               21.2221E-09      -300.184E-06       -338.625E-06       -361.389E-06       -376.603E-06  
              480.714             16.7698E-09      -299.363E-06       -337.761E-06       -360.446E-06       -375.583E-06  
              480.882             14.3891E-09      -298.924E-06       -337.254E-06       -359.941E-06       -375.038E-06  
              481.133             10.8338E-09      -298.268E-06       -336.497E-06       -359.188E-06       -374.236E-06  
              481.471              6.05638E-09     -297.399E-06       -335.479E-06       -358.099E-06       -373.159E-06  
              481.696              2.85688E-09     -296.817E-06       -334.797E-06       -357.37E-06        -372.399E-06  
              481.867            445.485E-12       -296.379E-06       -334.297E-06       -356.82E-06        -371.825E-06  
              482.059             -2.27674E-09     -295.884E-06       -333.732E-06       -356.214E-06       -371.178E-06  
              482.6               -9.94281E-09     -294.49E-06        -332.141E-06       -354.507E-06       -369.381E-06  
              482.647            -10.6094E-09      -294.355E-06       -332.003E-06       -354.349E-06       -369.224E-06  
              482.679            -11.0556E-09      -294.265E-06       -331.91E-06        -354.243E-06       -369.115E-06  
              482.838            -13.3118E-09      -293.81E-06        -331.403E-06       -353.708E-06       -368.562E-06  
              483.235             -9.13304E-09     -292.675E-06       -330.135E-06       -352.373E-06       -367.183E-06  
              483.333             -8.10216E-09     -292.395E-06       -329.822E-06       -352.044E-06       -366.846E-06  
              483.661             -4.66043E-09     -291.46E-06        -328.779E-06       -350.969E-06       -365.723E-06  
              483.824             -2.94871E-09     -290.995E-06       -328.276E-06       -350.434E-06       -365.164E-06  
              484.067           -392.197E-12       -290.301E-06       -327.525E-06       -349.635E-06       -364.299E-06  
              484.412              3.23594E-09     -289.352E-06       -326.459E-06       -348.441E-06       -363.071E-06  
              484.643              5.6654E-09      -288.716E-06       -325.746E-06       -347.642E-06       -362.256E-06  
              484.8                7.31745E-09     -288.284E-06       -325.225E-06       -347.098E-06       -361.702E-06  
              485.                 9.42028E-09     -287.734E-06       -324.563E-06       -346.419E-06       -360.996E-06  
              485.533             15.0274E-09      -286.267E-06       -322.796E-06       -344.61E-06        -359.059E-06  
              485.588             15.6046E-09      -286.102E-06       -322.614E-06       -344.415E-06       -358.86E-06   
              485.625             15.9912E-09      -285.99E-06        -322.492E-06       -344.285E-06       -358.727E-06  
              485.811             17.9449E-09      -285.43E-06        -321.896E-06       -343.627E-06       -358.057E-06  
              486.176             14.1417E-09      -284.326E-06       -320.724E-06       -342.333E-06       -356.738E-06  
              486.267             13.2037E-09      -284.054E-06       -320.435E-06       -342.014E-06       -356.405E-06  
              486.607              9.66235E-09     -283.026E-06       -319.343E-06       -340.828E-06       -355.147E-06  
              486.765              8.02356E-09     -282.55E-06        -318.808E-06       -340.279E-06       -354.565E-06  
              487.                 5.57632E-09     -281.84E-06        -318.008E-06       -339.459E-06       -353.701E-06  
              487.353              1.90546E-09     -280.827E-06       -316.807E-06       -338.187E-06       -352.404E-06  
              487.589           -552.884E-12       -280.149E-06       -316.004E-06       -337.336E-06       -351.518E-06  
              487.733             -2.05107E-09     -279.735E-06       -315.528E-06       -336.817E-06       -350.979E-06  
              487.941             -4.21264E-09     -279.138E-06       -314.842E-06       -336.077E-06       -350.2E-06    
              488.467             -9.67845E-09     -277.63E-06        -313.107E-06       -334.208E-06       -348.239E-06  
              488.529            -10.331E-09       -277.434E-06       -312.9E-06         -333.978E-06       -348.005E-06  
              488.571            -10.7681E-09      -277.304E-06       -312.761E-06       -333.825E-06       -347.845E-06  
              488.784            -12.9767E-09      -276.642E-06       -312.026E-06       -333.049E-06       -347.04E-06   
              489.118            -10.1684E-09      -275.603E-06       -310.87E-06        -331.829E-06       -345.775E-06  
              489.2               -9.47552E-09     -275.346E-06       -310.585E-06       -331.528E-06       -345.464E-06  
              489.554             -6.50163E-09     -274.245E-06       -309.361E-06       -330.248E-06       -344.127E-06  
              489.706             -5.22043E-09     -273.771E-06       -308.847E-06       -329.697E-06       -343.551E-06  
              489.933             -3.30724E-09     -273.062E-06       -308.079E-06       -328.874E-06       -342.68E-06   
              490.294           -272.253E-12       -271.993E-06       -306.86E-06        -327.541E-06       -341.299E-06  
              490.536              1.7598E-09      -271.277E-06       -306.044E-06       -326.648E-06       -340.375E-06  
              490.667              2.8613E-09      -270.889E-06       -305.585E-06       -326.164E-06       -339.875E-06  
              490.882              4.67567E-09     -270.25E-06        -304.829E-06       -325.373E-06       -339.05E-06   
              491.4                9.02984E-09     -268.716E-06       -303.014E-06       -323.474E-06       -337.052E-06  
              491.471              9.62359E-09     -268.492E-06       -302.766E-06       -323.211E-06       -336.779E-06  
              491.518             10.0212E-09      -268.342E-06       -302.601E-06       -323.034E-06       -336.597E-06  
              491.757             12.0307E-09      -267.586E-06       -301.779E-06       -322.143E-06       -335.676E-06  
              492.059              9.77246E-09     -266.629E-06       -300.741E-06       -321.017E-06       -334.51E-06   
              492.133              9.2156E-09      -266.393E-06       -300.485E-06       -320.739E-06       -334.221E-06  
              492.5                6.47467E-09     -265.231E-06       -299.225E-06       -319.379E-06       -332.795E-06  
              492.647              5.37533E-09     -264.765E-06       -298.704E-06       -318.833E-06       -332.223E-06  
              492.867              3.73373E-09     -264.07E-06        -297.927E-06       -318.019E-06       -331.37E-06   
              493.235            978.191E-12       -262.951E-06       -296.622E-06       -316.634E-06       -329.937E-06  
              493.482           -867.123E-12       -262.201E-06       -295.749E-06       -315.706E-06       -328.971E-06  
              493.6               -1.74815E-09     -261.843E-06       -295.338E-06       -315.263E-06       -328.51E-06   
              493.824             -3.41894E-09     -261.165E-06       -294.559E-06       -314.427E-06       -327.636E-06  
              494.333             -7.23002E-09     -259.617E-06       -292.783E-06       -312.519E-06       -325.642E-06  
              494.412             -7.81631E-09     -259.366E-06       -292.509E-06       -312.223E-06       -325.335E-06  
              494.464             -8.20891E-09     -259.198E-06       -292.326E-06       -312.024E-06       -325.128E-06  
              494.73             -10.1932E-09      -258.349E-06       -291.38E-06        -311.021E-06       -324.085E-06  
              495.                -8.49822E-09     -257.485E-06       -290.417E-06       -309.999E-06       -323.022E-06  
              495.067             -8.08004E-09     -257.272E-06       -290.18E-06        -309.747E-06       -322.76E-06   
              495.446             -5.6984E-09      -256.058E-06       -288.826E-06       -308.315E-06       -321.266E-06  
              495.588             -4.80921E-09     -255.604E-06       -288.327E-06       -307.781E-06       -320.708E-06  
              495.8               -3.48117E-09     -254.927E-06       -287.582E-06       -306.983E-06       -319.872E-06  
              496.176             -1.12001E-09     -253.763E-06       -286.256E-06       -305.552E-06       -318.385E-06  
              496.429            460.854E-12       -252.984E-06       -285.368E-06       -304.594E-06       -317.389E-06  
              496.533              1.11789E-09     -252.661E-06       -284.993E-06       -304.196E-06       -316.975E-06  
              496.765              2.569E-09       -251.945E-06       -284.164E-06       -303.319E-06       -316.061E-06  
              497.267              5.71695E-09     -250.394E-06       -282.366E-06       -301.416E-06       -314.071E-06  
              497.353              6.258E-09       -250.117E-06       -282.057E-06       -301.087E-06       -313.729E-06  
              497.411              6.6203E-09      -249.931E-06       -281.85E-06        -300.867E-06       -313.5E-06    
              497.703              8.4515E-09      -248.992E-06       -280.813E-06       -299.753E-06       -312.342E-06  
              497.941              7.20413E-09     -248.226E-06       -279.967E-06       -298.843E-06       -311.396E-06  
              498.                 6.89636E-09     -248.037E-06       -279.758E-06       -298.618E-06       -311.162E-06  
              498.393              4.8414E-09      -246.774E-06       -278.364E-06       -297.122E-06       -309.6E-06    
              498.529              4.12704E-09     -246.335E-06       -277.873E-06       -296.602E-06       -309.056E-06  
              498.733              3.06037E-09     -245.679E-06       -277.139E-06       -295.825E-06       -308.245E-06  
              499.118              1.0501E-09      -244.476E-06       -275.757E-06       -294.354E-06       -306.716E-06  
              499.375           -296.086E-12       -243.671E-06       -274.831E-06       -293.369E-06       -305.69E-06   
              499.467           -775.625E-12       -243.384E-06       -274.504E-06       -293.018E-06       -305.324E-06  
              499.706             -2.02683E-09     -242.635E-06       -273.65E-06        -292.103E-06       -304.37E-06   
              500.2               -4.61162E-09     -241.089E-06       -271.886E-06       -290.214E-06       -302.399E-06  
              500.294             -5.10393E-09     -240.785E-06       -271.549E-06       -289.852E-06       -302.023E-06  
              500.357             -5.43357E-09     -240.582E-06       -271.324E-06       -289.611E-06       -301.771E-06  
              500.676             -7.09982E-09     -239.555E-06       -270.175E-06       -288.388E-06       -300.498E-06  
              500.882             -6.21882E-09     -238.888E-06       -269.429E-06       -287.594E-06       -299.672E-06  
              500.933             -6.00157E-09     -238.724E-06       -269.246E-06       -287.398E-06       -299.468E-06  
              501.339             -4.27092E-09     -237.415E-06       -267.781E-06       -285.841E-06       -297.844E-06  
              501.471             -3.71126E-09     -236.991E-06       -267.31E-06        -285.338E-06       -297.319E-06  
              501.667             -2.8754E-09      -236.359E-06       -266.607E-06       -284.586E-06       -296.534E-06  
              502.059             -1.20356E-09     -235.12E-06        -265.2E-06         -283.077E-06       -294.963E-06  
              502.321            -84.1047E-12      -234.291E-06       -264.258E-06       -282.066E-06       -293.911E-06  
              502.4              250.758E-12       -234.043E-06       -263.974E-06       -281.764E-06       -293.596E-06  
              502.647              1.304E-09       -233.263E-06       -263.08E-06        -280.814E-06       -292.606E-06  
              503.133              3.37692E-09     -231.727E-06       -261.322E-06       -278.945E-06       -290.655E-06  
              503.235              3.81156E-09     -231.398E-06       -260.953E-06       -278.552E-06       -290.246E-06  
              503.304              4.10258E-09     -231.178E-06       -260.706E-06       -278.288E-06       -289.972E-06  
              503.649              5.57369E-09     -230.063E-06       -259.464E-06       -276.958E-06       -288.587E-06  
              503.824              4.99424E-09     -229.498E-06       -258.835E-06       -276.284E-06       -287.886E-06  
              503.867              4.85124E-09     -229.358E-06       -258.679E-06       -276.118E-06       -287.712E-06  
              504.286              3.46268E-09     -228.005E-06       -257.171E-06       -274.503E-06       -286.029E-06  
              504.412              3.04493E-09     -227.597E-06       -256.714E-06       -274.018E-06       -285.522E-06  
              504.6                2.42119E-09     -226.989E-06       -256.032E-06       -273.293E-06       -284.766E-06  
              505.                 1.09573E-09     -225.718E-06       -254.583E-06       -271.748E-06       -283.158E-06  
              505.268            208.143E-12       -224.867E-06       -253.613E-06       -270.714E-06       -282.081E-06  
              505.333             -8.8729E-12      -224.659E-06       -253.376E-06       -270.461E-06       -281.817E-06  
              505.588           -853.478E-12       -223.849E-06       -252.457E-06       -269.478E-06       -280.792E-06  
              506.067             -2.43893E-09     -222.329E-06       -250.73E-06        -267.632E-06       -278.867E-06  
              506.176             -2.80278E-09     -221.974E-06       -250.334E-06       -267.207E-06       -278.425E-06  
              506.25              -3.0464E-09      -221.737E-06       -250.068E-06       -266.923E-06       -278.129E-06  
              506.622             -4.27781E-09     -220.535E-06       -248.72E-06        -265.486E-06       -276.633E-06  
              506.765             -3.93018E-09     -220.072E-06       -248.201E-06       -264.933E-06       -276.057E-06  
              506.8               -3.84448E-09     -219.958E-06       -248.073E-06       -264.797E-06       -275.915E-06  
              507.232             -2.79463E-09     -218.56E-06        -246.506E-06       -263.127E-06       -274.174E-06  
              507.353             -2.5012E-09      -218.17E-06        -246.069E-06       -262.66E-06        -273.688E-06  
              507.533             -2.06298E-09     -217.586E-06       -245.416E-06       -261.963E-06       -272.961E-06  
              507.941             -1.07222E-09     -216.285E-06       -243.942E-06       -260.385E-06       -271.317E-06  
              508.214           -408.7E-12         -215.414E-06       -242.954E-06       -259.329E-06       -270.216E-06  
              508.267           -281.482E-12       -215.247E-06       -242.764E-06       -259.126E-06       -270.005E-06  
              508.529            356.833E-12       -214.408E-06       -241.81E-06        -258.11E-06        -268.946E-06  
              509.                 1.50002E-09     -212.907E-06       -240.101E-06       -256.289E-06       -267.048E-06  
              509.118              1.78581E-09     -212.526E-06       -239.674E-06       -255.834E-06       -266.574E-06  
              509.196              1.97723E-09     -212.271E-06       -239.388E-06       -255.529E-06       -266.256E-06  
              509.595              2.94449E-09     -210.983E-06       -237.946E-06       -253.987E-06       -264.65E-06   
              509.706              2.77129E-09     -210.623E-06       -237.543E-06       -253.556E-06       -264.201E-06  
              509.733              2.72853E-09     -210.535E-06       -237.443E-06       -253.45E-06        -264.091E-06  
              510.179              2.03546E-09     -209.094E-06       -235.831E-06       -251.726E-06       -262.294E-06  
              510.294              1.85556E-09     -208.72E-06        -235.411E-06       -251.279E-06       -261.828E-06  
              510.467              1.58696E-09     -208.162E-06       -234.784E-06       -250.611E-06       -261.131E-06  
              510.882            939.881E-12       -206.832E-06       -233.274E-06       -249.E-06          -259.454E-06  
              511.161            506.578E-12       -205.941E-06       -232.262E-06       -247.922E-06       -258.33E-06   
              511.2              445.39E-12        -205.815E-06       -232.12E-06        -247.769E-06       -258.171E-06  
              511.471             24.2022E-12      -204.949E-06       -231.139E-06       -246.721E-06       -257.079E-06  
              511.933           -696.132E-12       -203.469E-06       -229.461E-06       -244.928E-06       -255.211E-06  
              512.059           -891.525E-12       -203.062E-06       -229.006E-06       -244.442E-06       -254.704E-06  
              512.143             -1.02236E-09     -202.791E-06       -228.701E-06       -244.116E-06       -254.364E-06  
              512.568             -1.68345E-09     -201.417E-06       -227.157E-06       -242.47E-06        -252.649E-06  
              512.647             -1.62691E-09     -201.16E-06        -226.868E-06       -242.162E-06       -252.328E-06  
              512.667             -1.61293E-09     -201.096E-06       -226.797E-06       -242.086E-06       -252.249E-06  
              513.125             -1.28687E-09     -199.613E-06       -225.131E-06       -240.309E-06       -250.397E-06  
              513.235             -1.20841E-09     -199.257E-06       -224.731E-06       -239.882E-06       -249.952E-06  
              513.4               -1.09121E-09     -198.724E-06       -224.133E-06       -239.243E-06       -249.286E-06  
              513.824           -789.898E-12       -197.365E-06       -222.596E-06       -237.601E-06       -247.575E-06  
              514.107           -588.156E-12       -196.456E-06       -221.566E-06       -236.501E-06       -246.429E-06  
              514.133           -569.484E-12       -196.372E-06       -221.471E-06       -236.399E-06       -246.323E-06  
              514.412           -371.433E-12       -195.479E-06       -220.459E-06       -235.319E-06       -245.198E-06  
              514.867            -47.8036E-12      -194.02E-06        -218.805E-06       -233.555E-06       -243.36E-06   
              515.                47.0749E-12      -193.589E-06       -218.32E-06        -233.038E-06       -242.821E-06  
              515.089            110.602E-12       -193.3E-06         -217.995E-06       -232.692E-06       -242.46E-06   
              515.541            431.626E-12       -191.84E-06        -216.356E-06       -230.941E-06       -240.636E-06  
              515.588            437.799E-12       -191.686E-06       -216.183E-06       -230.756E-06       -240.443E-06  
              515.6              439.314E-12       -191.648E-06       -216.14E-06        -230.711E-06       -240.396E-06  
              516.071            500.283E-12       -190.123E-06       -214.428E-06       -228.882E-06       -238.49E-06   
              516.176            513.868E-12       -189.783E-06       -214.046E-06       -228.474E-06       -238.065E-06  
              516.333            534.154E-12       -189.276E-06       -213.476E-06       -227.866E-06       -237.431E-06  
              516.765            589.945E-12       -187.89E-06        -211.907E-06       -226.192E-06       -235.687E-06  
              517.054            627.305E-12       -186.963E-06       -210.856E-06       -225.071E-06       -234.519E-06  
              517.067            628.994E-12       -186.921E-06       -210.809E-06       -225.02E-06        -234.467E-06  
              517.353            666.022E-12       -186.001E-06       -209.768E-06       -223.909E-06       -233.309E-06  
              517.8              723.834E-12       -184.565E-06       -208.144E-06       -222.175E-06       -231.501E-06  
              517.941            742.091E-12       -184.109E-06       -207.631E-06       -221.627E-06       -230.93E-06   
              518.036            754.318E-12       -183.803E-06       -207.287E-06       -221.26E-06        -230.548E-06  
              518.513            816.108E-12       -182.258E-06       -205.549E-06       -219.405E-06       -228.616E-06  
              518.529            800.641E-12       -182.206E-06       -205.491E-06       -219.343E-06       -228.551E-06  
              518.533            796.848E-12       -182.194E-06       -205.477E-06       -219.328E-06       -228.536E-06  
              519.018            326.364E-12       -180.627E-06       -203.714E-06       -217.448E-06       -226.576E-06  
              519.118            229.47E-12        -180.304E-06       -203.352E-06       -217.06E-06        -226.172E-06  
              519.267             84.8108E-12      -179.822E-06       -202.81E-06        -216.482E-06       -225.57E-06   
              519.706           -341.641E-12       -178.41E-06        -201.214E-06       -214.777E-06       -223.793E-06  
              520.              -627.226E-12       -177.464E-06       -200.145E-06       -213.635E-06       -222.604E-06  
              520.294           -912.812E-12       -176.518E-06       -199.074E-06       -212.494E-06       -221.414E-06  
              520.733             -1.33926E-09     -175.106E-06       -197.476E-06       -210.789E-06       -219.637E-06  
              520.882             -1.48392E-09     -174.625E-06       -196.934E-06       -210.21E-06        -219.035E-06  
              520.982             -1.58082E-09     -174.302E-06       -196.571E-06       -209.823E-06       -218.631E-06  
              521.467             -2.0513E-09      -172.735E-06       -194.81E-06        -207.942E-06       -216.671E-06  
              521.471             -2.05509E-09     -172.723E-06       -194.795E-06       -207.926E-06       -216.655E-06  
              521.487             -2.07056E-09     -172.671E-06       -194.737E-06       -207.865E-06       -216.591E-06  
              521.964             -1.19834E-09     -171.126E-06       -193.E-06          -206.01E-06        -214.658E-06  
              522.059             -1.02574E-09     -170.821E-06       -192.656E-06       -205.643E-06       -214.275E-06  
              522.2             -768.021E-12       -170.364E-06       -192.143E-06       -205.095E-06       -213.704E-06  
              522.647             48.0433E-12      -168.926E-06       -190.516E-06       -203.359E-06       -211.896E-06  
              522.933            570.73E-12        -168.005E-06       -189.474E-06       -202.247E-06       -210.737E-06  
              522.946            594.575E-12       -167.963E-06       -189.427E-06       -202.196E-06       -210.684E-06  
              523.235              1.12194E-09     -167.033E-06       -188.376E-06       -201.075E-06       -209.516E-06  
              523.667              1.90948E-09     -165.645E-06       -186.808E-06       -199.4E-06         -207.77E-06   
              523.824              2.19584E-09     -165.138E-06       -186.237E-06       -198.791E-06       -207.136E-06  
              523.929              2.3876E-09      -164.798E-06       -185.855E-06       -198.383E-06       -206.711E-06  
              524.4                3.24823E-09     -163.274E-06       -184.14E-06        -196.552E-06       -204.803E-06  
              524.412              3.26963E-09     -163.237E-06       -184.097E-06       -196.507E-06       -204.756E-06  
              524.459              3.35676E-09     -163.082E-06       -183.923E-06       -196.321E-06       -204.563E-06  
              524.911              2.13828E-09     -161.624E-06       -182.281E-06       -194.569E-06       -202.737E-06  
              525.                 1.89715E-09     -161.335E-06       -181.956E-06       -194.222E-06       -202.376E-06  
              525.133              1.53703E-09     -160.904E-06       -181.471E-06       -193.705E-06       -201.836E-06  
              525.588            308.66E-12        -159.439E-06       -179.817E-06       -191.938E-06       -199.995E-06  
              525.867           -443.063E-12       -158.543E-06       -178.805E-06       -190.857E-06       -198.869E-06  
              525.893           -513.934E-12       -158.459E-06       -178.709E-06       -190.755E-06       -198.763E-06  
              526.176             -1.27967E-09     -157.546E-06       -177.677E-06       -189.654E-06       -197.615E-06  
              526.6               -2.42332E-09     -156.182E-06       -176.136E-06       -188.009E-06       -195.902E-06  
              526.765             -2.86816E-09     -155.65E-06        -175.536E-06       -187.37E-06        -195.235E-06  
              526.875             -3.16598E-09     -155.293E-06       -175.135E-06       -186.941E-06       -194.789E-06  
              527.333             -4.40358E-09     -153.812E-06       -173.468E-06       -185.161E-06       -192.934E-06  
              527.353             -4.45665E-09     -153.749E-06       -173.396E-06       -185.085E-06       -192.855E-06  
              527.432             -4.67124E-09     -153.492E-06       -173.107E-06       -184.776E-06       -192.533E-06  
              527.857             -3.14082E-09     -152.12E-06        -171.563E-06       -183.127E-06       -190.815E-06  
              527.941             -2.83795E-09     -151.848E-06       -171.257E-06       -182.801E-06       -190.474E-06  
              528.067             -2.38573E-09     -151.442E-06       -170.8E-06         -182.313E-06       -189.967E-06  
              528.529           -718.06E-12        -149.952E-06       -169.116E-06       -180.516E-06       -188.094E-06  
              528.8              256.983E-12       -149.081E-06       -168.132E-06       -179.465E-06       -186.999E-06  
              528.839            398.632E-12       -148.954E-06       -167.989E-06       -179.313E-06       -186.84E-06   
              529.118              1.40183E-09     -148.057E-06       -166.976E-06       -178.232E-06       -185.714E-06  
              529.533              2.8997E-09      -146.719E-06       -165.464E-06       -176.617E-06       -184.032E-06  
              529.706              3.5215E-09      -146.161E-06       -164.836E-06       -175.947E-06       -183.333E-06  
              529.821              3.93787E-09     -145.788E-06       -164.416E-06       -175.499E-06       -182.866E-06  
              530.267              5.54241E-09     -144.349E-06       -162.796E-06       -173.769E-06       -181.064E-06  
              530.294              5.64139E-09     -144.26E-06        -162.696E-06       -173.663E-06       -180.953E-06  
              530.405              6.04236E-09     -143.901E-06       -162.291E-06       -173.231E-06       -180.503E-06  
              530.804              4.22465E-09     -142.614E-06       -160.842E-06       -171.684E-06       -178.891E-06  
              530.882              3.86523E-09     -142.36E-06        -160.555E-06       -171.378E-06       -178.572E-06  
              531.                 3.32805E-09     -141.98E-06        -160.127E-06       -170.921E-06       -178.096E-06  
              531.471              1.1799E-09      -140.464E-06       -158.415E-06       -169.094E-06       -176.192E-06  
              531.733            -19.5568E-12      -139.617E-06       -157.459E-06       -168.073E-06       -175.129E-06  
              531.786           -258.612E-12       -139.449E-06       -157.269E-06       -167.87E-06        -174.917E-06  
              532.059             -1.50543E-09     -138.569E-06       -156.275E-06       -166.809E-06       -173.811E-06  
              532.467             -3.36717E-09     -137.255E-06       -154.791E-06       -165.225E-06       -172.161E-06  
              532.647             -4.19049E-09     -136.672E-06       -154.134E-06       -164.525E-06       -171.431E-06  
              532.768             -4.74215E-09     -136.282E-06       -153.695E-06       -164.055E-06       -170.942E-06  
              533.2               -6.71478E-09     -134.886E-06       -152.123E-06       -162.377E-06       -169.193E-06  
              533.235             -6.87582E-09     -134.772E-06       -151.994E-06       -162.24E-06        -169.051E-06  
              533.378             -7.5289E-09      -134.31E-06        -151.474E-06       -161.684E-06       -168.472E-06  
              533.75              -5.46949E-09     -133.109E-06       -150.122E-06       -160.241E-06       -166.968E-06  
              533.824             -5.06193E-09     -132.871E-06       -149.854E-06       -159.955E-06       -166.67E-06   
              533.933             -4.45348E-09     -132.517E-06       -149.455E-06       -159.529E-06       -166.226E-06  
              534.412             -1.80252E-09     -130.975E-06       -147.714E-06       -157.671E-06       -164.29E-06   
              534.667           -389.777E-12       -130.154E-06       -146.786E-06       -156.681E-06       -163.258E-06  
              534.732            -27.2058E-12      -129.943E-06       -146.548E-06       -156.427E-06       -162.993E-06  
              535.                 1.45724E-09     -129.08E-06        -145.573E-06       -155.386E-06       -161.909E-06  
              535.4                3.67392E-09     -127.791E-06       -144.118E-06       -153.833E-06       -160.291E-06  
              535.588              4.71699E-09     -127.183E-06       -143.434E-06       -153.102E-06       -159.529E-06  
              535.714              5.41541E-09     -126.776E-06       -142.975E-06       -152.612E-06       -159.019E-06  
              536.133              7.73762E-09     -125.422E-06       -141.45E-06        -150.985E-06       -157.323E-06  
              536.176              7.97641E-09     -125.283E-06       -141.293E-06       -150.818E-06       -157.149E-06  
              536.351              8.94574E-09     -124.718E-06       -140.657E-06       -150.138E-06       -156.441E-06  
              536.696              6.64442E-09     -123.604E-06       -139.401E-06       -148.798E-06       -155.045E-06  
              536.765              6.18887E-09     -123.383E-06       -139.153E-06       -148.533E-06       -154.768E-06  
              536.867              5.50902E-09     -123.054E-06       -138.782E-06       -148.137E-06       -154.356E-06  
              537.353              2.26527E-09     -121.487E-06       -137.013E-06       -146.249E-06       -152.388E-06  
              537.6              617.742E-12       -120.691E-06       -136.115E-06       -145.289E-06       -151.388E-06  
              537.679             93.4008E-12      -120.438E-06       -135.829E-06       -144.984E-06       -151.07E-06   
              537.941             -1.65793E-09     -119.592E-06       -134.873E-06       -143.964E-06       -150.008E-06  
              538.333             -4.27354E-09     -118.329E-06       -133.446E-06       -142.441E-06       -148.421E-06  
              538.529             -5.58154E-09     -117.695E-06       -132.732E-06       -141.68E-06        -147.628E-06  
              538.661             -6.45721E-09     -117.271E-06       -132.254E-06       -141.17E-06        -147.096E-06  
              539.067             -9.16481E-09     -115.96E-06        -130.778E-06       -139.594E-06       -145.454E-06  
              539.118             -9.50515E-09     -115.795E-06       -130.593E-06       -139.396E-06       -145.247E-06  
              539.324            -10.8836E-09      -115.128E-06       -129.841E-06       -138.593E-06       -144.411E-06  
              539.643             -8.42085E-09     -114.099E-06       -128.682E-06       -137.356E-06       -143.122E-06  
              539.706             -7.93387E-09     -113.895E-06       -128.453E-06       -137.112E-06       -142.867E-06  
              539.8               -7.20624E-09     -113.591E-06       -128.111E-06       -136.746E-06       -142.487E-06  
              540.294             -3.38591E-09     -111.999E-06       -126.313E-06       -134.827E-06       -140.487E-06  
              540.533             -1.53663E-09     -111.229E-06       -125.442E-06       -133.899E-06       -139.52E-06   
              540.625           -827.864E-12       -110.934E-06       -125.109E-06       -133.543E-06       -139.149E-06  
              540.882              1.16157E-09     -110.105E-06       -124.173E-06       -132.544E-06       -138.108E-06  
              541.267              4.13299E-09     -108.867E-06       -122.775E-06       -131.051E-06       -136.553E-06  
              541.471              5.70953E-09     -108.208E-06       -122.034E-06       -130.259E-06       -135.728E-06  
              541.607              6.76512E-09     -107.767E-06       -121.537E-06       -129.729E-06       -135.175E-06  
              542.                 9.8026E-09      -106.498E-06       -120.108E-06       -128.204E-06       -133.586E-06  
              542.059             10.2575E-09      -106.308E-06       -119.894E-06       -127.976E-06       -133.348E-06  
              542.297             12.1011E-09      -105.538E-06       -119.026E-06       -127.05E-06        -132.383E-06  
              542.589              9.44939E-09     -104.595E-06       -117.963E-06       -125.916E-06       -131.202E-06  
              542.647              8.92503E-09     -104.409E-06       -117.753E-06       -125.692E-06       -130.968E-06  
              542.733              8.14126E-09     -104.13E-06        -117.44E-06        -125.357E-06       -130.619E-06  
              543.235              3.58277E-09     -102.513E-06       -115.615E-06       -123.408E-06       -128.589E-06  
              543.467              1.48145E-09     -101.768E-06       -114.773E-06       -122.51E-06        -127.653E-06  
              543.571            530.284E-12       -101.431E-06       -114.393E-06       -122.103E-06       -127.229E-06  
              543.824             -1.75949E-09     -100.619E-06       -113.475E-06       -121.124E-06       -126.209E-06  
              544.2               -5.17836E-09      -99.4067E-06      -112.106E-06       -119.663E-06       -124.686E-06  
              544.412             -7.1012E-09       -98.723E-06       -111.335E-06       -118.841E-06       -123.83E-06   
              544.554             -8.38937E-09      -98.2649E-06      -110.819E-06       -118.29E-06        -123.256E-06  
              544.933            -11.8382E-09       -97.0385E-06      -109.439E-06       -116.817E-06       -121.72E-06   
